Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
9/7/09,58,0,0
9/8/09,59,0,0
9/9/09,57,0,-0.4
9/10/09,56,0,-0.6
9/11/09,61,0,0.7
9/12/09,60,0,-0.3
9/13/09,57,0,0.5
9/14/09,54,0,-0.3
9/15/09,49,0,-0.5
9/16/09,50,0,-0.1
9/17/09,54,0,-0.1
9/18/09,53,0,0.6
9/19/09,54,0.2,0
9/20/09,58,0,-0.6
9/21/09,48,0,0.3
9/22/09,47,0,-0.3
9/23/09,51,0,-0.1
9/24/09,54,0,0.7
9/25/09,58,0,0
9/26/09,61,0,0.3
9/27/09,62,0,-0.3
9/28/09,62,0,-0.4
9/29/09,57,0,0
9/30/09,41,0.1,0.8
10/1/09,36,0,-1.2
10/2/09,46,0,-0.3
10/3/09,46,0,-0.3
10/4/09,41,0,0.7
10/5/09,35,0,-0.9
10/6/09,36,0,0.3
10/7/09,39,0,-0.5
10/8/09,41,0,0.3
10/9/09,47,0,0.1
10/10/09,47,0,-0.3
10/11/09,45,0,0
10/12/09,43,0,0
10/13/09,41,0,-0.4
10/14/09,42,0,0.6
10/15/09,48,0,-0.4
10/16/09,51,0,0.5
10/17/09,52,0,-0.1
10/18/09,54,0,-0.2
10/19/09,50,0,0
10/20/09,36,0.1,0.2
10/21/09,36,0,-0.4
10/22/09,39,0,-0.4
10/23/09,43,0,-0.1
10/24/09,44,0,0.2
10/25/09,35,0,0.4
10/26/09,39,0,-0.1
10/27/09,28,0,-0.1
10/28/09,18,0.1,-0.5
10/29/09,19,0,0.3
10/30/09,31,0,-0.6
10/31/09,42,0,0.4
11/1/09,49,0,0.5
11/2/09,50,0,-0.1
11/3/09,51,0,0.2
11/4/09,49,0,-0.1
11/5/09,49,0,0.6
11/6/09,47,0,0.2
11/7/09,44,0,0.5
11/8/09,40,0,-0.1
11/9/09,42,0,-0.4
11/10/09,45,0,-0.3
11/11/09,45,0,-0.1
11/12/09,41,0.1,-0.1
11/13/09,31,0.2,0.2
11/14/09,22,0.1,-0.6
11/15/09,21,0,0.1
11/16/09,33,0,-0.1
11/17/09,37,0,-0.5
11/18/09,38,0,-0.1
11/19/09,36,0,0.2
11/20/09,37,0,-0.1
11/21/09,33,0,-0.2
11/22/09,34,0,0
11/23/09,24,0,0.2
11/24/09,31,0,0.1
11/25/09,36,0,-0.4
11/26/09,40,0,0.1
11/27/09,39,0,0.3
11/28/09,30,0.3,-0.3
11/29/09,28,0,0.1
11/30/09,35,0,0.2
12/1/09,35,0,-0.4
12/2/09,26,0,0.1
12/3/09,14,0,-0.3
12/4/09,25,0,-0.4
12/5/09,25,0,0
12/6/09,16,0,0.1
12/7/09,23,0.9,0
12/8/09,14,0.1,0.1
12/9/09,15,0.1,0.3
12/10/09,23,0,0.1
12/11/09,24,0.1,-0.1
12/12/09,27,0.8,0.3
12/13/09,26,1.4,-0.3
12/14/09,23,0,0
12/15/09,27,0,0.2
12/16/09,37,0,0
12/17/09,35,0,0.1
12/18/09,30,0,-0.2
12/19/09,32,0,0.3
12/20/09,36,0,-0.3
12/21/09,31,0,0.1
12/22/09,25,0.6,-0.1
12/23/09,17,0,0
12/24/09,17,0,-0.1
12/25/09,16,0,-0.2
12/26/09,16,0,0.3
12/27/09,19,0,0
12/28/09,19,0.1,-0.1
12/29/09,21,0.1,0.2
12/30/09,20,0.2,-0.1
12/31/09,21,0,0.1
1/1/10,36,0,-0.1
1/2/10,31,0,0.1
1/3/10,30,0,0.2
1/4/10,32,0,-0.3
1/5/10,36,0,0
1/6/10,35,0,0.3
1/7/10,28,0,-0.4
1/8/10,32,0,0.3
1/9/10,36,0,-0.2
1/10/10,33,0,0
1/11/10,33,0,0.1
1/12/10,33,0,0.2
1/13/10,31,0,-0.1
1/14/10,26,0,0
1/15/10,35,0,-0.2
1/16/10,36,0,0.3
1/17/10,31,0,0.1
1/18/10,27,0.7,0.2
1/19/10,25,0.9,-0.1
1/20/10,24,0.5,-0.2
1/21/10,24,2.6,0.3
1/22/10,22,0.6,0
1/23/10,18,0,0
1/24/10,19,0,-0.1
1/25/10,29,0,0.2
1/26/10,30,0,-0.1
1/27/10,25,0.9,-0.2
1/28/10,26,0,0.4
1/29/10,29,0,0.1
1/30/10,25,0,-0.2
1/31/10,26,0,0.3
2/1/10,26,0,-0.3
2/2/10,26,0,0.5
2/3/10,28,0,-0.4
2/4/10,29,0,0
2/5/10,28,0.1,0.2
2/6/10,29,0.7,-0.2
2/7/10,27,0.1,0.2
2/8/10,23,0,0.2
2/9/10,23,0.2,0.4
2/10/10,24,0,0.5
2/11/10,25,0,-0.2
2/12/10,31,0.1,0.6
2/13/10,31,0,0.3
2/14/10,30,0,0.8
2/15/10,33,0,0.9
2/16/10,31,0,0.2
2/17/10,31,0,1
2/18/10,31,0,0.9
2/19/10,31,0,1
2/20/10,26,0.2,0.3
2/21/10,22,0.6,0.8
2/22/10,14,0.1,0.7
2/23/10,26,0,0.4
2/24/10,25,0.2,0.6
2/25/10,24,0,0.4
2/26/10,26,0,0.4
2/27/10,27,0.2,0.7
2/28/10,27,0,0.2
3/1/10,31,0,0.4
3/2/10,32,0.1,-0.2
3/3/10,32,0.1,0.5
3/4/10,24,0.5,0.5
3/5/10,29,0,-0.2
3/6/10,30,0.1,0.2
3/7/10,28,0.8,0.1
3/8/10,29,0.1,0.3
3/9/10,25,0.7,0
3/10/10,20,0,0.2
3/11/10,22,0,0.4
3/12/10,34,0,-0.1
3/13/10,25,0.5,0.5
3/14/10,23,0,0
3/15/10,33,0,0.3
3/16/10,40,0,-0.1
3/17/10,43,0,-0.3
3/18/10,40,0,0.3
3/19/10,26,0,0.4
3/20/10,30,0,-0.3
3/21/10,40,0,0.3
3/22/10,39,0,0
3/23/10,26,0,0.4
3/24/10,31,0,-0.2
3/25/10,34,0.1,0.3
3/26/10,28,0.1,0.1
3/27/10,26,0.1,0.1
3/28/10,37,0,0
3/29/10,43,0,0.1
3/30/10,42,0,0.1
3/31/10,33,0,0
4/1/10,23,0,0.1
4/2/10,26,0.1,0.1
4/3/10,33,0,0.1
4/4/10,35,0,-0.1
4/5/10,29,0.2,0.2
4/6/10,22,0.1,0.2
4/7/10,28,0,0.1
4/8/10,38,0,0
4/9/10,42,0,0.1
4/10/10,42,0,0.5
4/11/10,44,0,1
4/12/10,34,0,0.8
4/13/10,31,0.1,0
4/14/10,38,0.1,0.1
4/15/10,45,0,0.2
4/16/10,47,0,1.2
4/17/10,47,0,0.2
4/18/10,49,0,0.3
4/19/10,49,0,0.3
4/20/10,46,0,0.2
4/21/10,31,0.5,0.2
4/22/10,26,0,-1.1
4/23/10,29,0,-0.3
4/24/10,41,0,-0.1
4/25/10,44,0,0.7
4/26/10,45,0,0.8
4/27/10,48,0.1,0.1
4/28/10,42,0,0
4/29/10,24,0.1,0
4/30/10,27,0,-0.9
5/1/10,32,0,0.2
5/2/10,28,0.2,0.8
5/3/10,41,0,-1.2
5/4/10,49,0,1.1
5/5/10,50,0,0
5/6/10,39,0,-0.6
5/7/10,38,0.1,-0.7
5/8/10,48,0,-0.4
5/9/10,47,0.1,-0.4
5/10/10,40,0,-0.3
5/11/10,31,0.1,-0.1
5/12/10,34,0,-0.3
5/13/10,36,0.1,-0.4
5/14/10,38,0,0.2
5/15/10,45,0,-0.1
5/16/10,51,0,0.5
5/17/10,51,0.1,-0.4
5/18/10,41,0.1,-0.3
5/19/10,45,0,0.2
5/20/10,53,0,0.1
5/21/10,53,0.1,0.1
5/22/10,44,0,-0.2
5/23/10,38,0,-0.3
5/24/10,34,0.2,-0.3
5/25/10,45,0,-0.2
5/26/10,50,0,0.2
5/27/10,51,0,0
5/28/10,49,0,-0.2
5/29/10,43,0,0
5/30/10,49,0,0.2
5/31/10,55,0,-0.3
6/1/10,53,0,-0.3
6/2/10,55,0,-0.4
6/3/10,59,0,0.1
6/4/10,62,0,0.1
6/5/10,67,0,0
6/6/10,69,0,-0.1
6/7/10,66,0.1,-0.4
6/8/10,63,0,-0.3
6/9/10,62,0.1,-0.2
6/10/10,58,0,-0.6
6/11/10,47,0.1,-0.8
6/12/10,40,0,-0.6
6/13/10,42,0.1,-1
6/14/10,49,0,-0.4
6/15/10,57,0,0.6
6/16/10,55,0,0
6/17/10,54,0,-0.8
6/18/10,59,0,-1
6/19/10,58,0,-0.5
6/20/10,57,0,0.1
6/21/10,58,0,-0.4
6/22/10,59,0.1,-0.4
6/23/10,64,0,-0.4
6/24/10,66,0,-0.2
6/25/10,63,0,-0.8
6/26/10,63,0,-0.1
6/27/10,64,0,-0.3
6/28/10,66,0,0
6/29/10,63,0,-0.5
6/30/10,62,0,0.2
7/1/10,64,0,-0.5
7/2/10,65,0,-0.1
7/3/10,62,0,-0.1
7/4/10,57,0,0
7/5/10,61,0,-0.4
7/6/10,64,0,0.7
7/7/10,63,0,-0.4
7/8/10,63,0.1,-0.5
7/9/10,61,0.3,0.1
7/10/10,62,0.2,-0.7
7/11/10,62,0.1,-0.2
7/12/10,67,0,-0.3
7/13/10,67,0,0.8
7/14/10,67,0,-0.1
7/15/10,70,0,-0.3
7/16/10,71,0,-0.2
7/17/10,68,0.1,-0.1
7/18/10,69,0.1,-0.2
7/19/10,71,0.1,-0.1
7/20/10,65,0.1,0.7
7/21/10,65,0,-0.4
7/22/10,65,0,0.3
7/23/10,66,0,0.1
7/24/10,66,0.1,0.4
7/25/10,65,0,-0.8
7/26/10,63,0,-0.2
7/27/10,60,1.3,0.4
7/28/10,58,0.6,-0.8
7/29/10,59,0.3,3.2
7/30/10,62,0.7,9.8
7/31/10,59,0.3,3.3
8/1/10,58,0,0.3
8/2/10,58,0.2,-0.6
8/3/10,61,0.1,0.2
8/4/10,63,0,-0.4
8/5/10,58,0.2,-1
8/6/10,60,0,-0.1
8/7/10,52,0.1,-0.4
8/8/10,53,0.1,-0.4
8/9/10,57,0.1,-0.1
8/10/10,60,0,-0.7
8/11/10,61,0,-0.1
8/12/10,61,0,-0.4
8/13/10,64,0,-0.2
8/14/10,65,0,-0.8
8/15/10,67,0,-0.2
8/16/10,65,0.1,-0.1
8/17/10,67,0,-0.7
8/18/10,58,0.1,-0.5
8/19/10,57,0.7,-1
8/20/10,62,0,-0.6
8/21/10,65,0.1,-0.2
8/22/10,62,0,0.1
8/23/10,61,0,0
8/24/10,62,0,-0.1
8/25/10,63,0,-0.7
8/26/10,65,0,-0.3
8/27/10,58,0,0
8/28/10,57,0,-1.2
8/29/10,54,0,-0.4
8/30/10,51,0,-0.4
8/31/10,54,0,-0.4
9/1/10,59,0,-0.4
9/2/10,62,0,-0.1
9/3/10,65,0,0.5
9/4/10,65,0,-0.9
9/5/10,62,0.1,-0.4
9/6/10,56,0,0.2
9/7/10,52,0.1,-0.4
9/8/10,53,0,-1.7
9/9/10,49,0,0
9/10/10,49,0,-0.3
9/11/10,54,0,0.2
9/12/10,58,0,0.2
9/13/10,59,0,-0.9
9/14/10,59,0,0.2
9/15/10,58,0,0
9/16/10,60,0,0
9/17/10,62,0,0
9/18/10,62,0,-0.3
9/19/10,63,0,-0.1
9/20/10,60,0,-0.3
9/21/10,58,0,0
9/22/10,52,0.2,0
9/23/10,53,0,-0.8
9/24/10,57,0,-0.4
9/25/10,59,0,0.3
9/26/10,62,0,0.2
9/27/10,64,0,0
9/28/10,66,0,-0.4
9/29/10,64,0,0.3
9/30/10,63,0,-0.5
10/1/10,63,0,-0.2
10/2/10,58,0,-0.2
10/3/10,53,0,0.4
10/4/10,43,1,-0.2
10/5/10,41,2.4,-1
10/6/10,40,1.1,20
10/7/10,42,0,-0.6
10/8/10,42,0,-1.1
10/9/10,44,0,-0.5
10/10/10,45,0,-0.1
10/11/10,48,0,-0.6
10/12/10,47,0,-0.1
10/13/10,49,0,-0.2
10/14/10,52,0,-0.1
10/15/10,51,0,-0.4
10/16/10,52,0,-0.4
10/17/10,46,0.2,-0.2
10/18/10,41,0.1,0.2
10/19/10,44,0,0.4
10/20/10,45,0.1,0.1
10/21/10,40,0,-0.3
10/22/10,38,0.1,-0.1
10/23/10,38,0,-0.1
10/24/10,39,0,0
10/25/10,33,0.1,0.1
10/26/10,31,0,0
10/27/10,28,0,-0.2
10/28/10,36,0,-0.3
10/29/10,43,0,-0.2
10/30/10,39,0,0.1
10/31/10,39,0,-0.1
11/1/10,41,0,0
11/2/10,50,0,-0.1
11/3/10,51,0,0.1
11/4/10,51,0,-0.1
11/5/10,51,0,-0.2
11/6/10,45,0,0.1
11/7/10,42,0,-0.1
11/8/10,32,0.2,0
11/9/10,23,0,-0.7
11/10/10,27,0,-0.1
11/11/10,23,0.1,-0.1
11/12/10,31,0,0.1
11/13/10,28,0,0.1
11/14/10,28,0,-0.3
11/15/10,32,0,0.1
11/16/10,37,0,0.2
11/17/10,34,0,0
11/18/10,40,0,
11/19/10,37,0,
11/20/10,33,0.3,-0.1
11/21/10,24,0.9,0.1
11/22/10,19,0.2,0.1
11/23/10,21,0,-0.3
11/24/10,13,0.4,0.2
11/25/10,15,0,0.1
11/26/10,30,0,0
11/27/10,30,0,0
11/28/10,18,0.3,0.3
11/29/10,11,0,-0.4
11/30/10,28,0,0.4
12/1/10,38,0.1,0.2
12/2/10,40,0,-0.2
12/3/10,40,0,0
12/4/10,39,0,0.1
12/5/10,38,0,0.3
12/6/10,33,0.3,0.3
12/7/10,33,0,0
12/8/10,39,0,-0.1
12/9/10,39,0,0
12/10/10,38,0,0
12/11/10,34,0.1,0.1
12/12/10,40,0,0.1
12/13/10,46,0,-0.1
12/14/10,40,0,0
12/15/10,32,0,0.2
12/16/10,26,0,0
12/17/10,26,0,0.1
12/18/10,32,0.2,0.1
12/19/10,34,1.1,-0.1
12/20/10,33,2.9,0
12/21/10,32,1.8,0.6
12/22/10,32,1.2,-0.1
12/23/10,29,0,0.5
12/24/10,28,0,0
12/25/10,29,0,0.2
12/26/10,28,0.1,0
12/27/10,23,0,0.2
12/28/10,25,0,-0.2
12/29/10,23,0.5,0.2
12/30/10,4,0,-0.2
12/31/10,0,0,0.1
1/1/11,13,0,0
1/2/11,24,0,0.3
1/3/11,21,0,-0.1
1/4/11,20,0,0.1
1/5/11,29,0,0
1/6/11,31,0,-0.4
1/7/11,32,0,0.1
1/8/11,33,0,-0.2
1/9/11,23,0,0.1
1/10/11,8,0,0.1
1/11/11,18,0,0
1/12/11,30,0,0
1/13/11,36,0,-0.3
1/14/11,32,0,0.1
1/15/11,34,0,0
1/16/11,38,0,-0.1
1/17/11,40,0,-0.1
1/18/11,35,0,0
1/19/11,28,0,0.2
1/20/11,26,0,-0.1
1/21/11,33,0,0
1/22/11,30,0,0
1/23/11,26,0,-0.1
1/24/11,28,0,0.2
1/25/11,29,0,-0.2
1/26/11,27,0,0.1
1/27/11,35,0,0
1/28/11,39,0,-0.3
1/29/11,37,0,0.1
1/30/11,28,0,-0.1
1/31/11,19,0,0.1
2/1/11,5,0,0.1
2/2/11,-1,0,-0.2
2/3/11,18,0,0.1
2/4/11,29,0,-0.2
2/5/11,30,0,-0.2
2/6/11,25,0,0
2/7/11,31,0,0
2/8/11,16,0,0
2/9/11,16,0,0.1
2/10/11,23,0,-0.2
2/11/11,30,0,-0.1
2/12/11,35,0,0.1
2/13/11,39,0,-0.1
2/14/11,36,0,0
2/15/11,36,0,-0.1
2/16/11,32,0.3,-0.2
2/17/11,26,0.1,0.2
2/18/11,30,0.3,-0.2
2/19/11,25,1.8,0.3
2/20/11,19,0.3,0
2/21/11,19,0,0.1
2/22/11,23,0,0
2/23/11,25,0,0
2/24/11,25,0,0.1
2/25/11,25,0,0.2
2/26/11,25,1.6,-0.1
2/27/11,23,0.3,-0.2
2/28/11,29,0,0.3
3/1/11,34,0,-0.1
3/2/11,35,0,0.1
3/3/11,33,0,0.1
3/4/11,29,0,-0.2
3/5/11,35,0,0.3
3/6/11,33,0.1,0
3/7/11,28,0.6,-0.1
3/8/11,24,0,0.1
3/9/11,35,0,0.1
3/10/11,40,0,-0.2
3/11/11,42,0,0.3
3/12/11,39,0,-0.1
3/13/11,39,0,-0.1
3/14/11,42,0,0.1
3/15/11,43,0,-0.1
3/16/11,42,0,0.4
3/17/11,33,0.1,0.4
3/18/11,36,0,0.1
3/19/11,32,0.2,-0.2
3/20/11,33,0,0.4
3/21/11,26,0.3,-0.3
3/22/11,25,0.3,0
3/23/11,30,0,0
3/24/11,27,0.2,-0.2
3/25/11,26,0,0.1
3/26/11,27,0.3,0
3/27/11,34,0,-0.1
3/28/11,36,0,0.1
3/29/11,33,0,-0.1
3/30/11,37,0,0
3/31/11,44,0,0.6
4/1/11,51,0,1.1
4/2/11,49,0,0.3
4/3/11,30,0.1,0.4
4/4/11,33,0,-0.7
4/5/11,45,0,0
4/6/11,36,0,1
4/7/11,32,0.3,-1.1
4/8/11,25,0.7,-0.1
4/9/11,21,0.4,0
4/10/11,26,0,-0.3
4/11/11,35,0,-0.4
4/12/11,40,0,0
4/13/11,37,0.1,0.4
4/14/11,29,0,0.6
4/15/11,40,0,-0.5
4/16/11,46,0.1,0.2
4/17/11,49,0,1.2
4/18/11,45,0,0.6
4/19/11,42,0,0.4
4/20/11,45,0.1,-0.3
4/21/11,40,0.1,0.1
4/22/11,39,0,-0.1
4/23/11,37,0.1,0.2
4/24/11,35,0.4,-0.9
4/25/11,38,0,-0.7
4/26/11,30,0.1,1.4
4/27/11,34,0,-0.2
4/28/11,44,0,0.2
4/29/11,35,0,0
4/30/11,25,0,-0.1
5/1/11,29,0,-0.6
5/2/11,37,0,0
5/3/11,46,0,0.6
5/4/11,44,0,-0.2
5/5/11,50,0,-0.5
5/6/11,55,0,-0.7
5/7/11,54,0,-0.5
5/8/11,46,0.2,-0.6
5/9/11,32,0.5,-0.1
5/10/11,31,0.2,1.3
5/11/11,35,0.1,0.4
5/12/11,47,0,0.1
5/13/11,51,0,-0.2
5/14/11,50,0,-0.8
5/15/11,48,0,-0.2
5/16/11,39,0,-0.6
5/17/11,35,0,-0.6
5/18/11,33,0.6,-0.2
5/19/11,33,0.3,1.1
5/20/11,38,0,0.4
5/21/11,47,0,1.1
5/22/11,49,0,-0.4
5/23/11,45,0,-0.6
5/24/11,40,0,-0.6
5/25/11,50,0,-0.4
5/26/11,52,0,0.3
5/27/11,54,0,-0.8
5/28/11,53,0,0.2
5/29/11,40,0,-0.5
5/30/11,39,0,-0.7
5/31/11,51,0,0.2
6/1/11,52,0,-0.4
6/2/11,45,0,-0.5
6/3/11,48,0,-0.4
6/4/11,56,0,0.3
6/5/11,58,0,-0.3
6/6/11,52,0,-0.2
6/7/11,52,0,-0.8
6/8/11,52,0.2,-0.3
6/9/11,54,0,-0.2
6/10/11,57,0.1,-0.2
6/11/11,56,0,-0.6
6/12/11,55,0,-0.6
6/13/11,56,0.1,-0.6
6/14/11,60,0,-0.5
6/15/11,64,0,-0.3
6/16/11,59,0.1,-0.8
6/17/11,53,0,0
6/18/11,58,0,-1
6/19/11,45,0,-0.3
6/20/11,51,0,-1.1
6/21/11,58,0.1,-0.2
6/22/11,66,0,-0.2
6/23/11,66,0,-0.4
6/24/11,64,0,-0.8
6/25/11,63,0.1,-0.1
6/26/11,62,0,-0.5
6/27/11,65,0,-0.4
6/28/11,66,0,-0.2
6/29/11,64,0,-0.3
6/30/11,57,0,-0.1
7/1/11,64,0,-0.4
7/2/11,70,0,-0.6
7/3/11,68,0,0.6
7/4/11,65,0,-0.5
7/5/11,62,0.1,-0.3
7/6/11,60,0.2,0.1
7/7/11,63,0,-0.6
7/8/11,57,0.9,0.1
7/9/11,59,0.3,-0.5
7/10/11,59,0,3.9
7/11/11,57,0,3.1
7/12/11,57,0,0.7
7/13/11,59,0.1,0.8
7/14/11,59,0,-0.2
7/15/11,59,0,0
7/16/11,63,0,-0.5
7/17/11,65,0,-0.4
7/18/11,63,0,-0.2
7/19/11,64,0.1,-0.6
7/20/11,66,0,0.5
7/21/11,65,0,-1.4
7/22/11,64,0,-0.1
7/23/11,65,0,-0.8
7/24/11,66,0,-0.8
7/25/11,65,0.1,-1.2
7/26/11,55,0.3,0.3
7/27/11,60,0,-1
7/28/11,64,0,0.1
7/29/11,67,0,0
7/30/11,64,0.1,-0.3
7/31/11,57,0,0.1
8/1/11,60,0,-0.7
8/2/11,63,0,0.2
8/3/11,62,0,0.2
8/4/11,63,0,-1
8/5/11,64,0.1,0.1
8/6/11,64,0,0.6
8/7/11,63,0,-0.2
8/8/11,65,0,-0.5
8/9/11,66,0,-0.1
8/10/11,65,0,0.3
8/11/11,65,0,0.1
8/12/11,66,0,-0.7
8/13/11,66,0,-0.1
8/14/11,59,0,-0.1
8/15/11,64,0,-0.3
8/16/11,66,0.1,0
8/17/11,69,0,0.3
8/18/11,67,0,-0.2
8/19/11,64,0,-0.1
8/20/11,65,0,0.1
8/21/11,65,0,-0.1
8/22/11,67,0,0.3
8/23/11,68,0.1,-0.4
8/24/11,68,0,-0.4
8/25/11,63,0.7,-0.1
8/26/11,62,0,-0.7
8/27/11,65,0,2.9
8/28/11,60,0.2,0.1
8/29/11,60,0.3,0.7
8/30/11,63,0,0.9
8/31/11,64,0,0
9/1/11,62,0,0.6
9/2/11,62,0,0.5
9/3/11,63,0,-0.7
9/4/11,64,0,0.4
9/5/11,56,0.2,-0.4
9/6/11,53,0.1,-0.4
9/7/11,57,0.1,-0.6
9/8/11,58,0,0.1
9/9/11,51,0,-0.2
9/10/11,49,0,-0.5
9/11/11,47,0.5,0
9/12/11,48,0,0.5
9/13/11,49,0.1,1.2
9/14/11,45,0.1,0.7
9/15/11,46,0.2,1.2
9/16/11,49,0,1.9
9/17/11,50,0,1.7
9/18/11,55,0,0.5
9/19/11,57,0,0.3
9/20/11,58,0,-0.4
9/21/11,58,0,0.1
9/22/11,58,0,-0.6
9/23/11,59,0,-0.4
9/24/11,60,0,0.3
9/25/11,58,0,-0.7
9/26/11,56,0,0
9/27/11,59,0,-1
9/28/11,60,0,-0.3
9/29/11,62,0,0.3
9/30/11,58,0,-0.5
10/1/11,55,0,-0.6
10/2/11,53,0,-0.8
10/3/11,51,0.3,-0.6
10/4/11,47,0,-0.3
10/5/11,36,0.7,-0.3
10/6/11,29,0.6,-1.1
10/7/11,30,0,1.5
10/8/11,33,0,2
10/9/11,36,0,7.7
10/10/11,42,0,0.9
10/11/11,47,0,-0.7
10/12/11,48,0,-0.4
10/13/11,54,0,-0.5
10/14/11,57,0,-0.3
10/15/11,58,0,-0.3
10/16/11,54,0,-0.8
10/17/11,45,0,0.1
10/18/11,47,0,-0.7
10/19/11,50,0,-0.3
10/20/11,50,0,-0.5
10/21/11,49,0,0.1
10/22/11,50,0,-0.2
10/23/11,49,0,-0.2
10/24/11,49,0,-0.2
10/25/11,45,0.1,-0.3
10/26/11,27,0,-0.1
10/27/11,33,0,-0.9
10/28/11,38,0,0
10/29/11,45,0,-0.1
10/30/11,45,0,-0.2
10/31/11,47,0,-0.1
11/1/11,36,0,0.1
11/2/11,26,0,-0.5
11/3/11,32,0,0
11/4/11,36,0.2,-0.1
11/5/11,24,0,-0.1
11/6/11,22,0.3,-0.4
11/7/11,22,0.2,0.2
11/8/11,23,0.1,-0.4
11/9/11,29,0,0.4
11/10/11,33,0,-0.4
11/11/11,33,0,0.6
11/12/11,33,0,-0.1
11/13/11,33,0,-0.4
11/14/11,34,0,0.5
11/15/11,35,0,0.2
11/16/11,31,0,-0.1
11/17/11,37,0,0.2
11/18/11,35,0,0.4
11/19/11,32,0,0.3
11/20/11,32,0.1,0.2
11/21/11,31,0,0.4
11/22/11,36,0,0.4
11/23/11,37,0,0.4
11/24/11,35,0,0.1
11/25/11,33,0,0.1
11/26/11,32,0,-0.2
11/27/11,45,0,-0.5
11/28/11,47,0,-0.1
11/29/11,41,0,0
11/30/11,36,0,0.1
12/1/11,24,0.9,0.3
12/2/11,23,0.7,0
12/3/11,15,0.1,-0.1
12/4/11,14,0,0.4
12/5/11,10,0.1,-0.6
12/6/11,21,0.1,0.6
12/7/11,32,0,-0.1
12/8/11,31,0,-0.1
12/9/11,31,0,0.1
12/10/11,31,0,-0.4
12/11/11,27,0,0.2
12/12/11,24,1,-0.2
12/13/11,24,0.2,0.3
12/14/11,21,0,-0.2
12/15/11,22,0,0.1
12/16/11,25,0,0.1
12/17/11,33,0,0
12/18/11,32,0,0.1
12/19/11,27,0,0
12/20/11,26,0,0
12/21/11,24,0,-0.3
12/22/11,10,0,0
12/23/11,21,0,-0.1
12/24/11,28,0,0
12/25/11,38,0,-0.1
12/26/11,37,0,0
12/27/11,36,0,-0.1
12/28/11,41,0,0.1
12/29/11,42,0,0
12/30/11,42,0,-0.2
12/31/11,35,0,0
1/1/12,40,0,0.1
1/2/12,38,0,0.5
1/3/12,42,0,0
1/4/12,42,0,-0.3
1/5/12,42,0,-0.3
1/6/12,39,0,0.5
1/7/12,27,0,-0.3
1/8/12,21,0,0.4
1/9/12,35,0,-0.5
1/10/12,38,0,0.5
1/11/12,25,0,-0.7
1/12/12,26,0,0.4
1/13/12,32,0,-0.1
1/14/12,38,0,0.1
1/15/12,32,0,-0.4
1/16/12,22,0,0.2
1/17/12,25,0.1,-0.4
1/18/12,36,0.1,0.1
1/19/12,40,0,0.3
1/20/12,37,0,0
1/21/12,28,1.1,-0.5
1/22/12,23,0,0.3
1/23/12,24,0.2,-0.3
1/24/12,23,0,0.5
1/25/12,34,0,-0.2
1/26/12,36,0,-0.3
1/27/12,24,0,-0.1
1/28/12,29,0,0.1
1/29/12,36,0,-0.2
1/30/12,35,0,0.6
1/31/12,33,0,-0.3
2/1/12,31,0,0
2/2/12,23,0,0.3
2/3/12,23,0,-0.5
2/4/12,24,0,0.5
2/5/12,23,0,-0.3
2/6/12,22,0,0.2
2/7/12,24,0,0
2/8/12,32,0,0
2/9/12,33,0,-0.2
2/10/12,38,0,-0.1
2/11/12,36,0,0.4
2/12/12,28,0.3,0
2/13/12,26,0.5,-0.3
2/14/12,22,0,-0.1
2/15/12,22,0.2,0.4
2/16/12,24,0,0.1
2/17/12,28,0,0
2/18/12,32,0,0.2
2/19/12,20,0.3,-0.4
2/20/12,23,0,0.1
2/21/12,31,0.1,0.1
2/22/12,37,0,0
2/23/12,27,0,-0.2
2/24/12,29,0,0
2/25/12,34,0,0.5
2/26/12,23,0,0
2/27/12,28,0.3,-0.1
2/28/12,22,0.1,0.3
2/29/12,24,0.1,0
3/1/12,23,0.3,-0.3
3/2/12,14,0,0
3/3/12,27,0,-0.3
3/4/12,38,0,0.3
3/5/12,43,0,
3/6/12,36,0,
3/7/12,18,0,0.2
3/8/12,28,0,0.4
3/9/12,38,0,0.2
3/10/12,38,0,0.3
3/11/12,37,0,1.4
3/12/12,37,0,1
3/13/12,39,0,0.8
3/14/12,40,0,1.3
3/15/12,43,0,1.1
3/16/12,43,0,0.3
3/17/12,36,0.2,0
3/18/12,20,0.7,-1.3
3/19/12,19,0.1,-0.4
3/20/12,26,0,-0.2
3/21/12,38,0,-0.1
3/22/12,46,0,0.4
3/23/12,44,0,0.9
3/24/12,45,0,0.3
3/25/12,44,0,0.6
3/26/12,32,0.1,0.1
3/27/12,39,0.1,-1
3/28/12,41,0,0.8
3/29/12,42,0,-0.1
3/30/12,47,0,0
3/31/12,47,0,-0.3
4/1/12,31,0,-0.7
4/2/12,26,0,-0.8
4/3/12,37,0,-0.1
4/4/12,44,0,0
4/5/12,41,0,-0.6
4/6/12,31,0,-0.2
4/7/12,39,0,-0.6
4/8/12,47,0,0.1
4/9/12,52,0,0.1
4/10/12,51,0,0
4/11/12,39,0.1,0
4/12/12,30,0.3,-1
4/13/12,29,0.1,0.1
4/14/12,26,0.3,0
4/15/12,33,0,0
4/16/12,39,0,2.3
4/17/12,44,0,1.4
