Date,Relative Humidity Average (pct),Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Soil Moisture Percent -8in (pct) Start of Day Values
6/7/07,,41,0,7.9
6/8/07,,48,0,8
6/9/07,,54,0.1,8.1
6/10/07,,46,0.8,8
6/11/07,,47,0,12.4
6/12/07,,53,0,10.4
6/13/07,,58,0.1,9.6
6/14/07,,56,0,9.2
6/15/07,,60,0,8.9
6/16/07,,62,0,8.5
6/17/07,,47,0,8.5
6/18/07,,52,0,8.4
6/19/07,,62,0.2,8.1
6/20/07,,67,0,8.1
6/21/07,,66,0,8
6/22/07,,67,0,7.8
6/23/07,,62,0,7.6
6/24/07,,56,0,7.5
6/25/07,,51,0,7.3
6/26/07,,59,0,7.3
6/27/07,,68,0,7.2
6/28/07,,69,0,7.2
6/29/07,,64,0,6.9
6/30/07,,62,0,7.1
7/1/07,,66,0,6.7
7/2/07,,64,0,6.6
7/3/07,,67,0,6.4
7/4/07,,71,0.1,6.8
7/5/07,,75,0,6.8
7/6/07,,74,0,6.3
7/7/07,,70,0,6.4
7/8/07,,69,0,6.1
7/9/07,,69,0,6
7/10/07,,71,0,6
7/11/07,,72,0,5.9
7/12/07,,70,0,5.6
7/13/07,,74,0,5.3
7/14/07,,74,0,5.8
7/15/07,,72,0,5.7
7/16/07,,70,0,5.7
7/17/07,,67,0,5.3
7/18/07,,71,0,5.3
7/19/07,,64,0,5.6
7/20/07,,68,0,5.4
7/21/07,,69,0.1,5.4
7/22/07,,74,0.1,5.4
7/23/07,,76,0,5.1
7/24/07,,68,0,5.1
7/25/07,,64,0,5
7/26/07,,63,0,5.1
7/27/07,,69,0,5.3
7/28/07,,73,0,4.9
7/29/07,,72,0,4.7
7/30/07,,73,0,5
7/31/07,,71,0,5.1
8/1/07,,71,0,5
8/2/07,,67,0,4.8
8/3/07,,67,0,4.4
8/4/07,,67,0,4.1
8/5/07,,63,0,4.4
8/6/07,,63,0,4
8/7/07,,60,0,3.8
8/8/07,,61,0,4.1
8/9/07,,66,0,4.4
8/10/07,,61,0,3.9
8/11/07,,65,0,4.2
8/12/07,,67,0,3.8
8/13/07,,69,0,3.5
8/14/07,,69,0,3.4
8/15/07,,72,0,3.4
8/16/07,,72,0,3.4
8/17/07,,67,0,3.7
8/18/07,,64,0,3.5
8/19/07,,55,0,3.3
8/20/07,,54,0,3
8/21/07,,54,0,3.1
8/22/07,,56,0,3.7
8/23/07,,56,0,3.2
8/24/07,,59,0,3.2
8/25/07,,66,0,2.9
8/26/07,,63,0,3.4
8/27/07,,61,0,3.2
8/28/07,,61,0,2.8
8/29/07,,67,0,3
8/30/07,,69,0.1,3
8/31/07,,61,0,3.1
9/1/07,,63,0,3.1
9/2/07,,67,0,2.9
9/3/07,,70,0,2.9
9/4/07,,61,0,3.1
9/5/07,,49,0,3.2
9/6/07,,54,0,2.8
9/7/07,,56,0,3
9/8/07,,53,0,3.3
9/9/07,,51,0,3.1
9/10/07,,54,0,3.1
9/11/07,,60,0,2.9
9/12/07,,63,0,3.2
9/13/07,,64,0,3.1
9/14/07,,60,0,3.1
9/15/07,,59,0,3
9/16/07,,54,0,3.1
9/17/07,,48,0,3.2
9/18/07,,41,0,2.7
9/19/07,,42,0.3,3
9/20/07,,51,0,2.9
9/21/07,,52,0.2,4.7
9/22/07,,53,0.1,4.6
9/23/07,,37,0.1,4.8
9/24/07,,37,0,6.3
9/25/07,,42,0,6.8
9/26/07,,48,0.1,6.9
9/27/07,,51,0.1,6.6
9/28/07,,46,0,6.2
9/29/07,,32,0,6.1
9/30/07,,39,0.1,6.8
10/1/07,,36,0.1,6.7
10/2/07,,38,0.1,7.5
10/3/07,,38,0,7.7
10/4/07,,37,0,8.6
10/5/07,,34,0,8.5
10/6/07,,33,0,8.7
10/7/07,,40,0.2,8.5
10/8/07,,46,0.1,8.1
10/9/07,,54,0.1,8
10/10/07,,43,0,7.5
10/11/07,,39,0,7.2
10/12/07,,41,0.1,7.3
10/13/07,,43,0,9.1
10/14/07,,45,0,9.1
10/15/07,,47,0.1,8.7
10/16/07,,40,0,8.1
10/17/07,,31,0.5,8.4
10/18/07,,30,0.7,8.9
10/19/07,,37,1.8,9.1
10/20/07,,29,0.3,11.3
10/21/07,,30,0,10.8
10/22/07,,40,0.3,10.7
10/23/07,,48,0,10.6
10/24/07,,51,0,10.9
10/25/07,,46,0,11.1
10/26/07,,41,0,11.3
10/27/07,,45,0,11.3
10/28/07,,47,0,11.2
10/29/07,,45,0,11.1
10/30/07,,39,0,11.7
10/31/07,,37,0,11.8
11/1/07,,36,0,10.4
11/2/07,,37,0,9.6
11/3/07,,40,0,8.9
11/4/07,,44,0,8.3
11/5/07,,45,0.2,8.1
11/6/07,,44,0,7.9
11/7/07,,46,0,7.8
11/8/07,,47,0,7.7
11/9/07,,46,0.1,7.6
11/10/07,,39,0,7.4
11/11/07,,30,0,7.5
11/12/07,,32,0.5,7.8
11/13/07,,29,0.2,8
11/14/07,,26,0.4,7.8
11/15/07,,38,0.2,7.9
11/16/07,,37,0.6,7.7
11/17/07,,38,1.1,7.8
11/18/07,,39,0.1,7.9
11/19/07,,33,0,8.2
11/20/07,,21,0,8.3
11/21/07,,20,0,8.6
11/22/07,,24,0,8.5
11/23/07,,29,0,8.3
11/24/07,,34,0,8.1
11/25/07,,31,0,7.9
11/26/07,,29,0.2,7.9
11/27/07,,23,0.3,7.7
11/28/07,,17,0.1,7.6
11/29/07,,21,0.4,7.4
11/30/07,,17,0,7.5
12/1/07,,15,0.1,7.5
12/2/07,,21,0.6,7.3
12/3/07,,35,1,7.5
12/4/07,,36,0.1,7.3
12/5/07,,33,0,7.3
12/6/07,,29,0,7.5
12/7/07,,29,0,7.6
12/8/07,,25,0,7.3
12/9/07,,18,0,7.6
12/10/07,,18,0.1,7.6
12/11/07,,20,0,7.6
12/12/07,,22,0,7.5
12/13/07,,18,0,7.4
12/14/07,,16,0,7.6
12/15/07,,23,0.2,7.5
12/16/07,,24,0,7.3
12/17/07,,24,0.6,7.3
12/18/07,,27,1.1,7.4
12/19/07,,28,1.2,7.3
12/20/07,,24,1,7.3
12/21/07,,13,0,7.3
12/22/07,,21,0.3,7.4
12/23/07,,27,0.2,7.4
12/24/07,,24,0.5,7.3
12/25/07,,14,0.1,7.5
12/26/07,,15,0,7.4
12/27/07,,11,0,7.5
12/28/07,,16,0.4,7.6
12/29/07,,21,0.7,7.4
12/30/07,,18,0.6,7.6
12/31/07,,12,0,7.4
1/1/08,,20,0,7.5
1/2/08,,31,0.1,7.5
1/3/08,,32,0.2,7.5
1/4/08,,29,1.6,7.5
1/5/08,,23,1,7.5
1/6/08,,18,0.3,7.4
1/7/08,,16,0.2,7.6
1/8/08,,18,0.8,7.5
1/9/08,,21,0.3,7.4
1/10/08,,26,0.9,7.3
1/11/08,,27,0.2,7.5
1/12/08,,25,0,7.5
1/13/08,,25,0,7.4
1/14/08,,30,0,7.4
1/15/08,,12,0,7.5
1/16/08,,7,0,7.4
1/17/08,,21,0.1,7.4
1/18/08,,21,0,7.6
1/19/08,,25,0.1,7.6
1/20/08,,20,0.1,7.4
1/21/08,,13,0,7.4
1/22/08,,10,0,7.4
1/23/08,,18,0,7.4
1/24/08,,21,0.5,7.6
1/25/08,,19,0,7.6
1/26/08,,26,0.3,7.4
1/27/08,,27,1.4,7.6
1/28/08,,16,0.3,7.6
1/29/08,,15,0.8,7.4
1/30/08,,15,0.2,7.4
1/31/08,,17,1.3,7.4
2/1/08,,18,0.5,7.5
2/2/08,,16,0.4,7.5
2/3/08,,22,0.4,7.4
2/4/08,,15,0,7.5
2/5/08,,16,0.3,7.6
2/6/08,,17,0.3,7.6
2/7/08,,23,1,7.6
2/8/08,,24,0.4,7.4
2/9/08,,31,0.1,7.6
2/10/08,,33,0,7.4
2/11/08,,30,0,7.4
2/12/08,,34,0,7.4
2/13/08,,23,0.1,7.4
2/14/08,,23,0,7.5
2/15/08,,29,0.1,7.3
2/16/08,,28,0,7.3
2/17/08,,28,0,7.5
2/18/08,,34,0,7.4
2/19/08,,35,0,7.4
2/20/08,,31,0,7.6
2/21/08,,28,0,7.5
2/22/08,,28,0.1,7.4
2/23/08,,28,0,7.4
2/24/08,,30,0.9,7.5
2/25/08,,30,0.1,7.4
2/26/08,,29,0,7.4
2/27/08,,34,0,7.4
2/28/08,,34,0,7.4
2/29/08,,38,0.1,7.4
3/1/08,,28,0.1,7.3
3/2/08,,22,0,7.5
3/3/08,,27,0.4,7.4
3/4/08,,22,0.1,7.4
3/5/08,,21,0,7.6
3/6/08,,28,0,7.5
3/7/08,,34,0,7.5
3/8/08,,32,0,7.6
3/9/08,,31,0,7.4
3/10/08,,36,0,7.4
3/11/08,,35,0.1,7.4
3/12/08,,33,0,7.4
3/13/08,,29,0.3,7.5
3/14/08,,26,0.2,7.4
3/15/08,,24,0.2,7.5
3/16/08,,23,0,7.5
3/17/08,,27,0.1,7.3
3/18/08,,33,0.5,7.4
3/19/08,,33,0.3,7.3
3/20/08,,27,0.1,7.4
3/21/08,,24,0,7.5
3/22/08,,26,0,7.5
3/23/08,,34,0.1,7.6
3/24/08,,34,0.6,7.5
3/25/08,,31,0,7.4
3/26/08,,28,0.6,7.5
3/27/08,,18,0.1,7.4
3/28/08,,22,0.9,7.7
3/29/08,,17,0,7.4
3/30/08,,20,0,7.4
3/31/08,,19,0,7.6
4/1/08,,23,0,7.4
4/2/08,,27,0,7.6
4/3/08,,31,0.2,7.5
4/4/08,,33,0,7.2
4/5/08,,25,0,7.5
4/6/08,,28,0.1,7.6
4/7/08,,26,0.1,7.5
4/8/08,,28,0,7.4
4/9/08,,27,0.1,7.7
4/10/08,,26,0.2,7.4
4/11/08,,31,0,7.7
4/12/08,,44,0,7.6
4/13/08,,48,0,7.8
4/14/08,,46,0.1,8.2
4/15/08,,26,0,8.6
4/16/08,,27,0.1,9.2
4/17/08,,38,0,9.4
4/18/08,,41,0,9.5
4/19/08,,35,0,9.6
4/20/08,,20,0,9.9
4/21/08,,23,0,9.7
4/22/08,,35,0.1,9.6
4/23/08,,33,0.4,9.7
4/24/08,,29,0.1,9.5
4/25/08,,32,0,9.5
4/26/08,,35,0.3,9.6
4/27/08,,44,0,9.5
4/28/08,,50,0,9.5
4/29/08,,41,0,10
4/30/08,,27,0,10.7
5/1/08,,29,0.1,10.7
5/2/08,,38,0,10.5
5/3/08,,42,0.2,10.4
5/4/08,,45,0,10.5
5/5/08,,49,0,11.5
5/6/08,,48,0,13.3
5/7/08,,41,0,18
5/8/08,,40,0,18.5
5/9/08,,36,0,18
5/10/08,,41,0,15.2
5/11/08,,41,0,16.8
5/12/08,,35,0,16.8
5/13/08,,41,0.1,16.5
5/14/08,,43,0,19.2
5/15/08,,52,0.1,21.9
5/16/08,,59,0,21.7
5/17/08,,63,0.1,21.3
5/18/08,,61,0,21
5/19/08,,59,0,20.9
5/20/08,,53,0,20.5
5/21/08,,35,0,20.5
5/22/08,,39,0,16.2
5/23/08,,41,0.2,15.2
5/24/08,,43,0.2,18.6
5/25/08,,46,0.1,20
5/26/08,,44,0.1,19.6
5/27/08,,43,0.3,19.7
5/28/08,,42,0.6,19.5
5/29/08,,44,0.1,19.2
5/30/08,,45,0,19.5
5/31/08,,49,0.2,19.5
6/1/08,,44,0.1,22.3
6/2/08,,47,0,17.8
6/3/08,,39,0.6,18.8
6/4/08,,40,0,17.3
6/5/08,,44,0,18
6/6/08,,38,0,18.7
6/7/08,,37,0,17.1
6/8/08,,43,0,16.9
6/9/08,,47,0.3,18.3
6/10/08,,35,0,20.1
6/11/08,,32,0.1,16.8
6/12/08,,43,0.1,13.3
6/13/08,,53,0.1,17.2
6/14/08,,56,0,17.2
6/15/08,,58,0.1,14.7
6/16/08,,61,0,12.2
6/17/08,,60,0,11
6/18/08,,57,0,10.1
6/19/08,,56,0,9.9
6/20/08,,62,0.2,9.5
6/21/08,,65,0,9.1
6/22/08,,60,0,9.1
6/23/08,,60,0,8.8
6/24/08,,60,0.1,8.3
6/25/08,,62,0,8.3
6/26/08,,60,0,8.3
6/27/08,,62,0,8
6/28/08,,67,0.1,8
6/29/08,,72,0,7.7
6/30/08,,69,0,7.4
7/1/08,,62,0,7.5
7/2/08,,66,0,7.5
7/3/08,,72,0,6.9
7/4/08,,67,0,7.2
7/5/08,,61,0,6.7
7/6/08,,62,0,6.8
7/7/08,,63,0,6.6
7/8/08,,65,0,6.6
7/9/08,,67,0,6
7/10/08,,67,0,5.8
7/11/08,,60,0,5.2
7/12/08,,63,0,5.7
7/13/08,,64,0,5.1
7/14/08,,65,0,5.1
7/15/08,,67,0,4.7
7/16/08,,66,0,4.9
7/17/08,,64,0,4.6
7/18/08,,62,0,4.3
7/19/08,,64,0,4.4
7/20/08,,71,0,4.1
7/21/08,,67,0,3.6
7/22/08,,59,0,3.8
7/23/08,,62,0,3.8
7/24/08,,65,0,3.9
7/25/08,,70,0,3.9
7/26/08,,69,0,3.2
7/27/08,,65,0,3.4
7/28/08,,65,0,3
7/29/08,,63,0,2.8
7/30/08,,58,0,3
7/31/08,,64,0,2.9
8/1/08,,64,0,3
8/2/08,,61,0,2.8
8/3/08,,62,0,2.5
8/4/08,,65,0.1,2.5
8/5/08,,67,0,2.8
8/6/08,,69,0,2.5
8/7/08,,65,0.3,1.8
8/8/08,,62,0.1,2.3
8/9/08,,62,0,2.8
8/10/08,,57,0,3.2
8/11/08,,55,0,3
8/12/08,,60,0,2.7
8/13/08,,63,0,2.5
8/14/08,,65,0,2.5
8/15/08,,63,0,2.5
8/16/08,,64,0,2.1
8/17/08,,66,0,2.1
8/18/08,,68,0,2.1
8/19/08,,59,0,1.7
8/20/08,,57,0,1.8
8/21/08,,53,0,1.5
8/22/08,,52,0,1.7
8/23/08,,62,0,1.8
8/24/08,,69,0,1.5
8/25/08,,65,0,1.6
8/26/08,,49,0,1.6
8/27/08,,53,0,1.2
8/28/08,,56,0,1.3
8/29/08,,61,0,1.3
8/30/08,,62,0,1.4
8/31/08,,50,0,1.3
9/1/08,,40,0,1.3
9/2/08,,44,0,1
9/3/08,,48,0,1.4
9/4/08,,50,0,0.8
9/5/08,,48,0,1.5
9/6/08,,52,0,1.1
9/7/08,,54,0,1.4
9/8/08,,54,0,1.4
9/9/08,,58,0,1.4
9/10/08,,50,0,1.6
9/11/08,,48,0,1.2
9/12/08,,54,0,0.9
9/13/08,,55,0,1.3
9/14/08,,57,0,1.3
9/15/08,,60,0,1
9/16/08,,61,0,1.5
9/17/08,,62,0,0.7
9/18/08,,58,0.1,1.1
9/19/08,,58,0.1,1
9/20/08,,44,1,0.9
9/21/08,,39,0,9.1
9/22/08,,38,0,10
9/23/08,,43,0,8.5
9/24/08,,52,0,7.7
9/25/08,,52,0,7.1
9/26/08,,52,0,6.7
9/27/08,,54,0,6.5
9/28/08,,55,0,6.3
9/29/08,,59,0.1,6.4
9/30/08,,60,0,6.2
10/1/08,,58,0,6.1
10/2/08,,53,0,6
10/3/08,,47,0,5.7
10/4/08,,39,0.7,5.7
10/5/08,,36,0.1,12.4
10/6/08,,41,0,11
10/7/08,,44,0,10
10/8/08,,37,0,9
10/9/08,,29,0,8.4
10/10/08,,22,0.4,7.6
10/11/08,,22,0,7.3
10/12/08,,25,0,7.2
10/13/08,,34,0.2,7
10/14/08,,40,0,7
10/15/08,,38,0,7.1
10/16/08,,40,0.1,7.4
10/17/08,,47,0,11.1
10/18/08,,48,0,12.6
10/19/08,,46,0,11.1
10/20/08,,45,0,10.1
10/21/08,,30,0,9.2
10/22/08,,35,0,8.7
10/23/08,,43,0,8
10/24/08,,41,0,7.5
10/25/08,,43,0,7.4
10/26/08,,45,0,7.3
10/27/08,,50,0,7.2
10/28/08,,52,0,7.1
10/29/08,,47,0,7.1
10/30/08,,47,0,7.1
10/31/08,,46,0,7
11/1/08,,43,0.8,7
11/2/08,,36,0.8,11.5
11/3/08,,31,0.6,13.2
11/4/08,,26,0.6,11.8
11/5/08,,21,0,11.4
11/6/08,,30,0.3,10.9
11/7/08,,37,0.1,10.7
11/8/08,,40,0.1,10.9
11/9/08,,34,0.3,10.8
11/10/08,,32,0,11
11/11/08,,30,0.1,11
11/12/08,,38,0.5,10.9
11/13/08,,35,0.3,15
11/14/08,,30,0,13.4
11/15/08,,40,0.1,11.3
11/16/08,,44,0,10.3
11/17/08,,46,0,9.7
11/18/08,,45,0,9.3
11/19/08,,42,0,9.3
11/20/08,,37,0,9
11/21/08,,26,0,8.8
11/22/08,,29,0.1,8.7
11/23/08,,26,0,8.7
11/24/08,,33,0.1,8.5
11/25/08,,36,0,8.3
11/26/08,,37,0,8.1
11/27/08,,36,0,8
11/28/08,,30,0.1,7.9
11/29/08,,34,0,8
11/30/08,,36,0,7.8
12/1/08,,40,0.2,7.8
12/2/08,,32,0,7.8
12/3/08,,28,0,7.7
12/4/08,,22,0,7.7
12/5/08,,32,0.2,7.7
12/6/08,,39,0,7.6
12/7/08,,32,0,7.5
12/8/08,,23,0,7.6
12/9/08,,24,0.2,7.4
12/10/08,,32,0,7.4
12/11/08,,31,0.1,7.2
12/12/08,,28,0.6,7.3
12/13/08,,14,0.3,7.1
12/14/08,,12,0.3,7.1
12/15/08,,13,0,6.9
12/16/08,,12,0,6.9
12/17/08,,9,0.1,6.9
12/18/08,,13,0.8,6.9
12/19/08,,9,0.3,7.1
12/20/08,,8,0.1,7
12/21/08,,18,1,6.9
12/22/08,,18,0.1,6.8
12/23/08,,11,0,6.7
12/24/08,,12,1.1,6.7
12/25/08,,17,0.8,6.9
12/26/08,,8,0.1,6.9
12/27/08,,19,0.5,7
12/28/08,,27,1.4,6.9
12/29/08,,30,0.8,6.8
12/30/08,,20,0,6.9
12/31/08,,27,0.4,6.9
1/1/09,,29,1.1,6.9
1/2/09,,23,0.4,6.9
1/3/09,,6,0,6.8
1/4/09,,7,0,7.1
1/5/09,,18,0.6,6.9
1/6/09,,27,0.4,7
1/7/09,,32,0.4,7
1/8/09,,30,0.4,6.8
1/9/09,,21,0,7
1/10/09,,26,0.3,7.2
1/11/09,,28,0.2,7
1/12/09,,30,0,7
1/13/09,,30,0,7
1/14/09,,32,0,6.9
1/15/09,,34,0,6.9
1/16/09,,37,0,7.1
1/17/09,,37,0,7.1
1/18/09,,40,0,7
1/19/09,,42,0,6.8
1/20/09,,40,0,7
1/21/09,,35,0,6.9
1/22/09,,33,0.1,7
1/23/09,,29,0,7
1/24/09,,30,0.1,6.9
1/25/09,,24,0.2,7
1/26/09,,11,0,7.1
1/27/09,,13,0.3,7.1
1/28/09,,20,0.2,6.9
1/29/09,,23,0,6.9
1/30/09,,31,0,7.1
1/31/09,,27,0,6.9
2/1/09,,24,0,7
2/2/09,,30,0.1,6.9
2/3/09,,34,0,7.1
2/4/09,,35,0.1,6.9
2/5/09,,35,0,7.1
2/6/09,,28,0,6.8
2/7/09,,28,0,7.1
2/8/09,,28,0.1,7.1
2/9/09,,24,0,6.9
2/10/09,,16,0,6.9
2/11/09,,17,0.1,7.1
2/12/09,,16,0,6.9
2/13/09,,18,0.2,6.9
2/14/09,,18,0.1,6.9
2/15/09,,19,0.1,6.9
2/16/09,,25,0.2,6.9
2/17/09,,25,0.1,6.8
2/18/09,,25,0,7
2/19/09,,25,0,6.8
2/20/09,,28,0,7
2/21/09,,30,0,7
2/22/09,,33,0.3,7
2/23/09,,33,0.8,6.9
2/24/09,,31,0.4,7.1
2/25/09,,28,0.1,7
2/26/09,,19,1.1,6.9
2/27/09,,15,0,7
2/28/09,,28,0,6.9
3/1/09,,37,0,6.9
3/2/09,,38,0.4,7
3/3/09,,33,0.1,6.9
3/4/09,,25,0.6,6.8
3/5/09,,21,0.8,6.9
3/6/09,,18,0.1,6.8
3/7/09,,19,0,7.1
3/8/09,,16,0,6.9
3/9/09,,12,0,6.8
3/10/09,,11,0,6.9
3/11/09,,18,0.1,7
3/12/09,,25,0.2,7
3/13/09,,30,0,7
3/14/09,,30,0.2,7
3/15/09,,28,1.1,7.1
3/16/09,,33,1,7
3/17/09,,31,0.3,7
3/18/09,,33,0,7
3/19/09,,38,0,7.1
3/20/09,,41,0.1,7
3/21/09,,38,0.1,7.1
3/22/09,,29,0,7
3/23/09,,26,0,7
3/24/09,,25,0.3,7.2
3/25/09,,24,0.6,7
3/26/09,,20,0,7.1
3/27/09,,27,0.1,7.1
3/28/09,,33,0.5,7.1
3/29/09,,20,0.6,7.1
3/30/09,,21,0.1,7.3
3/31/09,,24,0.5,7.1
4/1/09,,21,0.1,7.3
4/2/09,,29,0.5,7.2
4/3/09,,24,0.1,7.1
4/4/09,,27,0,7.2
4/5/09,,31,0,7.2
4/6/09,,38,0,7.1
4/7/09,,45,0.1,7.3
4/8/09,,36,0.1,7.3
4/9/09,,34,0,7.5
4/10/09,,34,0.5,7.7
4/11/09,,35,0,7.6
4/12/09,,37,0.1,7.7
4/13/09,,36,0.1,8
4/14/09,,30,0.2,8.1
4/15/09,,31,0.1,8.3
4/16/09,,36,0.2,8.3
4/17/09,,38,0,8.5
4/18/09,,40,0,8.5
4/19/09,,45,0,8.9
4/20/09,,50,0,9.2
4/21/09,,53,0,10.4
4/22/09,,50,0,12
4/23/09,,38,0,13.5
4/24/09,,31,0,12.9
4/25/09,,33,0,12.7
4/26/09,,31,0,12.4
4/27/09,,34,0,12.1
4/28/09,,33,0.6,11.9
4/29/09,,30,0,11.6
4/30/09,,30,0.1,11.4
5/1/09,,34,0.3,11.1
5/2/09,,37,0.4,10.7
5/3/09,,34,0.6,10.3
5/4/09,,34,0.9,10.3
5/5/09,,40,0.3,10.2
5/6/09,,38,0.4,10
5/7/09,,34,0,10.4
5/8/09,,34,0,10.6
5/9/09,,38,0.1,10.5
5/10/09,,43,0.1,10.8
5/11/09,,45,0,11.1
5/12/09,,33,0,11.7
5/13/09,,34,0,11.9
5/14/09,,39,0.2,11.8
5/15/09,,43,0,12
5/16/09,,51,0.1,13
5/17/09,,58,0,14
5/18/09,,60,0,15.9
5/19/09,,53,0,16.6
5/20/09,,43,0,15.2
5/21/09,,48,0,16.5
5/22/09,,55,0,18.7
5/23/09,,53,0.2,19.1
5/24/09,,48,0,20.1
5/25/09,,48,0,18.6
5/26/09,,52,0,18.2
5/27/09,,54,0,18.6
5/28/09,,57,0,18.6
5/29/09,,57,0,18.8
5/30/09,,56,0,18.7
5/31/09,,53,0.2,18.4
6/1/09,,48,0.1,18.2
6/2/09,,46,1.1,18
6/3/09,,50,0,17.6
6/4/09,,53,0,17.2
6/5/09,,45,0.4,17.6
6/6/09,,42,0.3,16.8
6/7/09,,42,0.1,14.1
6/8/09,,44,0.1,12.4
6/9/09,,47,0.1,11.6
6/10/09,,45,0.1,10.6
6/11/09,,43,0.3,10.4
6/12/09,,46,0,11.7
6/13/09,,45,0.4,11.1
6/14/09,,45,0.2,14
6/15/09,,47,0,12.6
6/16/09,,48,0.5,11.3
6/17/09,,47,0,12.9
6/18/09,,49,0,11.7
6/19/09,,51,0.1,10.7
6/20/09,,45,0.1,9.9
6/21/09,,41,0.6,10.2
6/22/09,,40,0,13.4
6/23/09,,51,0,11.6
6/24/09,,60,0,10.6
6/25/09,,62,0,9.7
6/26/09,,55,0,9.4
6/27/09,,55,0.1,9.1
6/28/09,,61,0,9
6/29/09,,65,0,8.8
6/30/09,,65,0,8.5
7/1/09,,62,0,8.5
7/2/09,,61,0.1,8.3
7/3/09,,58,0,8.3
7/4/09,,59,0,7.9
7/5/09,,62,0,8.1
7/6/09,,58,0,8.1
7/7/09,,55,0,7.9
7/8/09,,49,0,7.9
7/9/09,,52,0,7.5
7/10/09,,59,0.2,7.6
7/11/09,,65,0,7.6
7/12/09,,61,0,7.4
7/13/09,,50,0,7.1
7/14/09,,55,0,7.1
7/15/09,,62,0.1,7.2
7/16/09,,67,0,7.1
7/17/09,,69,0,6.8
7/18/09,,71,0,6.9
7/19/09,,67,0,6.7
7/20/09,,63,0,6.3
7/21/09,,67,0.1,6.1
7/22/09,,69,0,6.1
7/23/09,,69,0,5.7
7/24/09,,67,0,5.5
7/25/09,,68,0,5.4
7/26/09,,65,0,5.2
7/27/09,,62,0,4.8
7/28/09,,62,0,4.5
7/29/09,,60,0,4.5
7/30/09,,60,0,4.4
7/31/09,,64,0,4.1
8/1/09,,66,0,3.7
8/2/09,,68,0,3.2
8/3/09,,67,0,3.3
8/4/09,,65,0,3
8/5/09,,65,0.1,2.8
8/6/09,,51,0.2,2.5
8/7/09,,40,0.7,2.9
8/8/09,,45,0,10.7
8/9/09,,52,0.1,9
8/10/09,,58,0,8.2
8/11/09,,63,0,7.7
8/12/09,,63,0,7.1
8/13/09,,58,0,7
8/14/09,,49,0,6.5
8/15/09,,45,0,6.5
8/16/09,,49,0,6.4
8/17/09,,52,0.1,6.1
8/18/09,,57,0,5.9
8/19/09,,62,0.1,5.9
8/20/09,,67,0,5.8
8/21/09,,71,0,5.5
8/22/09,,68,0,5.3
8/23/09,,57,0,5
8/24/09,,57,0,4.7
8/25/09,,60,0,4.7
8/26/09,,64,0,4.6
8/27/09,,68,0,4.1
8/28/09,,69,0,3.8
8/29/09,,62,0,3.8
8/30/09,,50,0.2,3.3
8/31/09,,53,0.2,3.9
9/1/09,,61,0,6.9
9/2/09,,64,0,6.5
9/3/09,,63,0,6.2
9/4/09,,63,0,5.7
9/5/09,,62,0,5.6
9/6/09,,54,0,5.2
9/7/09,,47,0,5
9/8/09,,48,0,5.1
9/9/09,,57,0,5
9/10/09,,61,0,4.3
9/11/09,,62,0,4.7
9/12/09,,63,0,4.3
9/13/09,,60,0,3.9
9/14/09,,55,0.1,3.8
9/15/09,,54,0,3.5
9/16/09,,59,0,3.9
9/17/09,,60,0,3.9
9/18/09,,61,0,3.8
9/19/09,,60,0,3.9
9/20/09,,47,0,4
9/21/09,,46,0,3.8
9/22/09,,57,0.2,3.7
9/23/09,,62,0,3.5
9/24/09,,63,0,3.5
9/25/09,,63,0,3.7
9/26/09,,60,0,3.5
9/27/09,,56,0,3.4
9/28/09,,59,0,3
9/29/09,,46,0,3
9/30/09,,28,0,2.9
10/1/09,,29,0.2,2.7
10/2/09,,35,0.1,2.6
10/3/09,,35,0.7,2.7
10/4/09,,32,1.3,2.8
10/5/09,,30,0,2.8
10/6/09,,31,0,3.5
10/7/09,,35,0,7.7
10/8/09,,33,0,9.5
10/9/09,,32,0,10.3
10/10/09,,26,0,10.5
10/11/09,,26,0,10.6
10/12/09,,37,0.4,10.2
10/13/09,,38,1,10.4
10/14/09,,38,1,11.1
10/15/09,,40,0,13.5
10/16/09,,46,0.1,12.3
10/17/09,,49,0,11.9
10/18/09,,47,0,12.7
10/19/09,,37,0.3,13.5
10/20/09,,36,0,14.3
10/21/09,,37,0.1,12.4
10/22/09,,39,0,10.9
10/23/09,,39,0.2,11.2
10/24/09,,33,0,14.3
10/25/09,,31,0,12.1
10/26/09,,35,0.1,10.4
10/27/09,,22,0,9.8
10/28/09,,21,0,9.5
10/29/09,,22,0.3,9.3
10/30/09,,34,0,9.1
10/31/09,,40,0,8.8
11/1/09,,36,0,9.4
11/2/09,,36,0.1,9.7
11/3/09,,39,0,9.3
11/4/09,,46,0.2,9
11/5/09,,45,0,8.8
11/6/09,,34,0,8.7
11/7/09,,29,0,8.4
11/8/09,,28,0,8.5
11/9/09,,34,0.1,8.4
11/10/09,,33,0,8.2
11/11/09,,33,1.1,8.2
11/12/09,,24,0,8.1
11/13/09,,19,0.1,8
11/14/09,,17,0.2,7.9
11/15/09,,21,0,8
11/16/09,,29,0.1,7.9
11/17/09,,36,0,7.8
11/18/09,,28,0,8.1
11/19/09,,28,0,7.8
11/20/09,,32,0.5,7.9
11/21/09,,19,0,7.7
11/22/09,,20,1,7.7
11/23/09,,21,0,7.9
11/24/09,,31,0,7.9
