Date,Relative Humidity Average (pct),Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
4/23/11,,30,0.1,0.1,-0.5
4/24/11,,34,0.2,0.1,-0.4
4/25/11,,30,0.8,0.6,-0.1
4/26/11,,25,0.3,-0.5,0
4/27/11,,33,0,-0.3,-0.1
4/28/11,,30,0.1,0.1,-0.2
4/29/11,,22,0.1,0,-0.2
4/30/11,,29,0,-0.1,0.5
5/1/11,,33,0,0,-0.4
5/2/11,,37,0.1,0.1,0
5/3/11,,31,0,-0.1,-0.2
5/4/11,,36,0.1,0.1,0.2
5/5/11,,44,0,-0.1,0.2
5/6/11,,40,0.3,0.3,0.8
5/7/11,,40,0.5,0.2,1.6
5/8/11,,35,0.2,-0.3,3.7
5/9/11,,36,0.1,-0.1,-2.3
5/10/11,,42,0,-0.1,-0.5
5/11/11,,45,0,0,1.5
5/12/11,,49,0,0,1.9
5/13/11,,53,0,0,0
5/14/11,,50,0.1,0.1,0.3
5/15/11,,40,0.7,0.6,-0.2
5/16/11,,29,0.1,-0.6,-0.5
5/17/11,,33,0.3,0.2,-2.8
5/18/11,,36,0,-0.3,-1.2
5/19/11,,46,0.1,0.1,-0.5
5/20/11,,46,0,-0.1,2.6
5/21/11,,46,0,0,2.3
5/22/11,,43,0,0,-0.7
5/23/11,,41,0,0,0.7
5/24/11,,38,0,0,-1.3
5/25/11,,41,0.7,0.7,1.7
5/26/11,,32,0.4,-0.3,2.1
5/27/11,,33,0.2,-0.2,-5.3
5/28/11,,33,0.1,-0.1,-1.5
5/29/11,,33,0.2,0.1,-0.7
5/30/11,,36,0.1,-0.1,-0.5
5/31/11,,44,0.2,0.1,0.3
6/1/11,,44,0.2,0,1.7
6/2/11,,34,0.4,0.2,3.3
6/3/11,,39,0,-0.4,-2.5
6/4/11,,50,0.2,0.2,-1.1
6/5/11,,56,0.1,-0.1,3.9
6/6/11,,50,0,-0.1,0.7
6/7/11,,42,0.1,0.1,0.2
6/8/11,,43,0.2,0.1,-0.3
6/9/11,,39,0,-0.2,0.3
6/10/11,,44,0.1,0.1,0.4
6/11/11,,45,0,-0.1,-0.2
6/12/11,,46,0,0,0.3
6/13/11,,45,0.1,0.1,0
6/14/11,,49,0,-0.1,0
6/15/11,,46,0,0,0.2
6/16/11,,39,0,0,-0.2
6/17/11,,46,0.1,0.1,-0.4
6/18/11,,43,0.2,0.1,0.6
6/19/11,,44,0,-0.2,-0.6
6/20/11,,49,0.1,0.1,0.5
6/21/11,,56,0.1,0,0
6/22/11,,59,0.2,0.1,-0.1
6/23/11,,56,0,-0.2,2.1
6/24/11,,51,0,0,-2.6
6/25/11,,50,0,0,-0.3
6/26/11,,50,0,0,-0.4
6/27/11,,58,0,0,0.1
6/28/11,,63,0,0,0.1
6/29/11,,54,0,0,-0.7
6/30/11,,50,0,0,-1.7
7/1/11,,54,0,0,-2.7
7/2/11,,61,0.1,0.1,-1
7/3/11,,65,0,-0.1,-1
7/4/11,,66,0,0,-0.3
7/5/11,,65,0,0,-0.2
7/6/11,,65,0,0,-0.5
7/7/11,,59,0.1,0.1,0
7/8/11,,56,0,-0.1,-0.6
7/9/11,,57,0,0,0.1
7/10/11,,62,0,0,-0.1
7/11/11,,63,0,0,0
7/12/11,,64,0.1,0.1,-0.4
7/13/11,,59,0,-0.1,0.1
7/14/11,,53,0.1,0.1,-0.1
7/15/11,,57,0.1,0,-0.1
7/16/11,,61,0,-0.1,-0.1
7/17/11,,65,0,0,-0.5
7/18/11,,68,0,0,0.3
7/19/11,,59,0,0,-0.1
7/20/11,,54,0,0,-0.1
7/21/11,,58,0,0,-0.2
7/22/11,,56,0,0,-0.1
7/23/11,,59,0.1,0.1,0
7/24/11,,68,0,-0.1,-0.2
7/25/11,,67,0,0,-0.1
7/26/11,,58,0,0,0
7/27/11,,56,0,0,-0.3
7/28/11,,60,0,0,-0.4
7/29/11,,64,0.1,0.1,0.1
7/30/11,,66,0,-0.1,-0.2
7/31/11,,63,0,0,-0.3
8/1/11,,62,0,0,-0.1
8/2/11,,60,0.1,0.1,0
8/3/11,,64,0,-0.1,0.1
8/4/11,,61,0.1,0.1,-0.2
8/5/11,,59,0,-0.1,-0.1
8/6/11,,62,0.2,0.2,-0.3
8/7/11,,60,0,-0.2,0
8/8/11,,62,0,0,0.1
8/9/11,,59,0.1,0.1,-0.2
8/10/11,,60,0,-0.1,0
8/11/11,,58,0,0,-0.2
8/12/11,,59,0,0,0
8/13/11,,64,0,0,0.1
8/14/11,,63,0,0,-0.5
8/15/11,,55,0,0,-0.1
8/16/11,,57,0,0,-0.2
8/17/11,,63,0,0,-0.2
8/18/11,,61,0,0,0
8/19/11,,62,0.1,0.1,-0.7
8/20/11,,65,0,-0.1,-0.1
8/21/11,,68,0,0,-0.3
8/22/11,,67,0,0,-0.1
8/23/11,,65,0,0,-0.2
8/24/11,,69,0,0,-0.3
8/25/11,,68,0,0,-0.1
8/26/11,,70,0,0,-0.4
8/27/11,,66,0,0,-0.2
8/28/11,,65,0,0,0
8/29/11,,62,0,0,-0.4
8/30/11,,62,0,0,-0.2
8/31/11,,55,0,0,-0.2
9/1/11,,50,0,0,-0.1
9/2/11,,53,0,0,-0.2
9/3/11,,54,0.1,0.1,0
9/4/11,,60,0,-0.1,-0.3
9/5/11,,62,0,0,0
9/6/11,,61,0,0,0.1
9/7/11,,62,0,0,-0.2
9/8/11,,58,0,0,-0.2
9/9/11,,60,0,0,-0.2
9/10/11,,60,0,0,0.4
9/11/11,,58,0,0,-0.1
9/12/11,,54,0,0,-0.1
9/13/11,,56,0,0,-0.2
9/14/11,,58,0,0,0.1
9/15/11,,54,0,0,-0.1
9/16/11,,47,0,0,0
9/17/11,,45,0,0,0.1
9/18/11,,50,0,0,0
9/19/11,,53,0,0,0
9/20/11,,52,0,0,-0.2
9/21/11,,56,0,0,0.2
9/22/11,,58,0.1,0.1,-0.2
9/23/11,,62,0,-0.1,0
9/24/11,,63,0,0,0.2
9/25/11,,56,0,0,-0.2
9/26/11,,51,0,0,0
9/27/11,,57,0,0,0.2
9/28/11,,57,0,0,-0.2
9/29/11,,60,0,0,0
9/30/11,,63,0,0,0
10/1/11,,57,0,0,0
10/2/11,,54,0,0,0
10/3/11,,55,0,0,0
10/4/11,,44,0,0,0
10/5/11,,35,2.4,2.4,0
10/6/11,,30,0.4,-2,11.7
10/7/11,,33,0,-0.4,-1.4
10/8/11,,36,0,0,-0.2
10/9/11,,39,0,0,1.4
10/10/11,,37,0.6,0.6,0.2
10/11/11,,38,0.5,-0.1,3.3
10/12/11,,39,0,-0.5,-1.8
10/13/11,,45,0.1,0.1,-1.8
10/14/11,,50,0,-0.1,0.5
10/15/11,,49,0,0,0.2
10/16/11,,40,1,1,-1.3
10/17/11,,38,0,-1,2.9
10/18/11,,42,0.1,0.1,-2.8
10/19/11,,43,0,-0.1,-0.7
10/20/11,,44,0,0,-0.5
10/21/11,,43,0,0,-0.4
10/22/11,,42,0,0,-0.1
10/23/11,,45,0,0,-0.1
10/24/11,,38,0,0,-0.3
10/25/11,,28,0,0,-0.1
10/26/11,,28,0,0,-0.4
10/27/11,,32,0,0,-0.2
10/28/11,,37,0,0,-0.3
10/29/11,,38,0,0,-0.3
10/30/11,,42,0,0,0.2
10/31/11,,36,0,0,-0.1
11/1/11,,24,0,0,0.4
11/2/11,,26,0.2,0.2,0
11/3/11,,31,0.1,-0.1,-0.7
11/4/11,,27,0,-0.1,-0.6
11/5/11,,18,0,0,-0.6
11/6/11,,20,0.2,0.2,0.4
11/7/11,,21,0,-0.2,-0.3
11/8/11,,23,0,0,0.3
11/9/11,,28,0,0,0
11/10/11,,33,0.1,0.1,-0.3
11/11/11,,33,0.4,0.3,-0.2
11/12/11,,22,0.6,0.2,0.1
11/13/11,,27,0.2,-0.4,0.3
11/14/11,,27,0,-0.2,0.1
11/15/11,,22,0,0,0
11/16/11,,22,0.1,0.1,0.1
11/17/11,,30,1.2,1.1,0.2
11/18/11,,21,0.5,-0.7,0
11/19/11,,14,0,-0.5,0
11/20/11,,21,0.1,0.1,0.2
11/21/11,,26,0.1,0,-0.2
11/22/11,,29,0.9,0.8,0.1
11/23/11,,34,0,-0.9,-0.1
11/24/11,,33,0.2,0.2,0.1
11/25/11,,23,0,-0.2,-0.1
11/26/11,,27,0.3,0.3,0.1
11/27/11,,36,0,-0.3,0
11/28/11,,34,0,0,0
11/29/11,,32,0,0,0
11/30/11,,26,0,0,0
12/1/11,,24,0,0,0
12/2/11,,21,0,0,0
12/3/11,,17,0,0,0
12/4/11,,19,0,0,0
12/5/11,,13,0,0,0.2
12/6/11,,24,0.1,0.1,-0.1
12/7/11,,28,0,-0.1,-0.4
12/8/11,,26,0,0,0.1
12/9/11,,29,0,0,0.1
12/10/11,,29,0,0,-0.1
12/11/11,,27,0,0,0
12/12/11,,26,0,0,-0.2
12/13/11,,25,0,0,0.2
12/14/11,,25,0,0,-0.1
12/15/11,,23,0,0,-0.2
12/16/11,,26,0,0,0.1
12/17/11,,34,0,0,0.1
12/18/11,,32,0,0,-0.1
12/19/11,,27,0,0,-0.1
12/20/11,,30,0,0,0.1
12/21/11,,18,0,0,0.1
12/22/11,,20,0,0,-0.2
12/23/11,,27,0,0,-0.1
12/24/11,,30,0.1,0.1,0
12/25/11,,30,0,-0.1,-0.1
12/26/11,,27,0,0,-0.1
12/27/11,,28,0.2,0.2,0.1
12/28/11,,34,1.6,1.4,0.1
12/29/11,,30,0.7,-0.9,-0.1
12/30/11,,30,1.8,1.1,0.6
12/31/11,,16,0,-1.8,0
1/1/12,,32,0,0,-0.1
1/2/12,,36,0,0,-0.1
1/3/12,,34,0,0,0.2
1/4/12,,38,0,0,0
1/5/12,,34,0,0,0
1/6/12,,25,0,0,0.2
1/7/12,,20,0,0,0
1/8/12,,30,0,0,-0.1
1/9/12,,33,0,0,-0.2
1/10/12,,26,0,0,0.2
1/11/12,,19,0,0,0
1/12/12,,27,0,0,0.2
1/13/12,,31,0,0,0
1/14/12,,31,0,0,-0.1
1/15/12,,20,0,0,-0.2
1/16/12,,8,0,0,0.1
1/17/12,,9,0,0,-0.1
1/18/12,,22,2,2,-0.1
1/19/12,,29,2.7,0.7,0.3
1/20/12,,30,1.3,-1.4,0
1/21/12,,28,1.2,-0.1,-0.2
1/22/12,,18,0.3,-0.9,0.1
1/23/12,,23,0,-0.3,-0.1
1/24/12,,20,0.2,0.2,-0.1
1/25/12,,31,0.5,0.3,0.1
1/26/12,,27,0.4,-0.1,0
1/27/12,,17,0,-0.4,-0.1
1/28/12,,24,0,0,0.1
1/29/12,,31,0.2,0.2,0
1/30/12,,26,0,-0.2,-0.1
1/31/12,,25,0,0,-0.2
2/1/12,,25,0.2,0.2,0.4
2/2/12,,22,0,-0.2,0
2/3/12,,23,0,0,-0.2
2/4/12,,26,0,0,0.2
2/5/12,,27,0,0,0.1
2/6/12,,25,0,0,-0.2
2/7/12,,24,0,0,0
2/8/12,,27,0.2,0.2,0
2/9/12,,31,0,-0.2,0
2/10/12,,35,0,0,0
2/11/12,,31,0.2,0.2,0
2/12/12,,29,0,-0.2,0.1
2/13/12,,25,0,0,-0.1
2/14/12,,22,0,0,-0.2
2/15/12,,22,0,0,0.2
2/16/12,,24,0,0,0
2/17/12,,28,0.1,0.1,0.1
2/18/12,,22,0.2,0.1,-0.1
2/19/12,,16,0,-0.2,-0.2
2/20/12,,20,0.3,0.3,0.3
2/21/12,,31,0.7,0.4,-0.1
2/22/12,,29,1.3,0.6,0
2/23/12,,19,0,-1.3,0
2/24/12,,25,0,0,0
2/25/12,,18,1.1,1.1,0
2/26/12,,15,0,-1.1,0
2/27/12,,18,0,0,0
2/28/12,,19,0.1,0.1,0
2/29/12,,19,1.3,1.2,-0.2
3/1/12,,16,0.4,-0.9,0.2
3/2/12,,16,0,-0.4,0
3/3/12,,28,0.3,0.3,-0.2
3/4/12,,34,0,-0.3,0.2
3/5/12,,35,0,0,0
3/6/12,,18,0.1,0.1,0
3/7/12,,20,0.1,0,-0.1
3/8/12,,34,0,-0.1,-0.1
3/9/12,,37,0.1,0.1,0.2
3/10/12,,37,0,-0.1,0
3/11/12,,30,0.1,0.1,0
3/12/12,,30,0.2,0.1,0
3/13/12,,31,0.8,0.6,0
3/14/12,,32,1.5,0.7,0
3/15/12,,35,1,-0.5,0
3/16/12,,34,1.6,0.6,0
3/17/12,,29,0.9,-0.7,0
3/18/12,,26,0.3,-0.6,0
3/19/12,,18,0,-0.3,0
3/20/12,,23,0.7,0.7,0
3/21/12,,36,0,-0.7,0
3/22/12,,42,0,0,0
3/23/12,,36,0,0,-0.2
3/24/12,,44,0,0,0.2
3/25/12,,43,0.1,0.1,0
3/26/12,,31,0.2,0.1,0.5
3/27/12,,33,0.1,-0.1,3.1
3/28/12,,31,0.6,0.5,0.8
3/29/12,,30,0.6,0,-0.5
3/30/12,,35,1.1,0.5,-0.5
3/31/12,,41,0.4,-0.7,-0.2
4/1/12,,24,0.1,-0.3,9.6
4/2/12,,28,0,-0.1,-3.5
4/3/12,,36,0,0,-2.3
4/4/12,,31,0,0,-1.2
4/5/12,,24,0,0,-0.8
4/6/12,,21,0,0,-0.5
4/7/12,,29,0.2,0.2,-0.5
4/8/12,,44,0.1,-0.1,-0.3
4/9/12,,48,0,-0.1,-0.2
4/10/12,,53,0,0,0.4
4/11/12,,43,0.3,0.3,9.3
4/12/12,,33,0,-0.3,-4.1
4/13/12,,33,0.1,0.1,-1.5
4/14/12,,36,0,-0.1,-1.6
4/15/12,,33,0,0,-0.7
4/16/12,,34,0.4,0.4,-0.4
4/17/12,,38,0.4,0,-0.1
4/18/12,,36,0,-0.4,-0.1
4/19/12,,38,0.2,0.2,0
4/20/12,,46,0,-0.2,0.3
4/21/12,,52,0,0,8.8
4/22/12,,56,0,0,0.4
4/23/12,,55,0,0,-0.1
4/24/12,,50,0.1,0.1,-0.8
4/25/12,,49,0.5,0.4,0.3
4/26/12,,37,1.5,1,4.2
4/27/12,,27,0.3,-1.2,-6.5
4/28/12,,32,0.1,-0.2,-4
4/29/12,,39,0.1,0,-1.5
4/30/12,,38,0.5,0.4,-0.4
5/1/12,,37,0,-0.5,6.7
5/2/12,,36,0,0,-3.5
5/3/12,,35,0.8,0.8,-0.8
5/4/12,,35,0,-0.8,-0.7
5/5/12,,29,0,0,-1.3
5/6/12,,36,0.2,0.2,-0.7
5/7/12,,44,0.1,-0.1,-0.6
5/8/12,,50,0.1,0,3.7
5/9/12,,53,0,-0.1,5.5
5/10/12,,40,0,0,-0.4
5/11/12,,41,0,0,-0.4
5/12/12,,47,0,0,0.3
5/13/12,,53,0.1,0.1,-0.2
5/14/12,,56,0,-0.1,0.2
5/15/12,,57,0,0,-0.2
5/16/12,,56,0,0,0.2
5/17/12,,46,0,0,-0.7
5/18/12,,42,0,0,-0.2
5/19/12,,45,0,0,-0.3
5/20/12,,51,0,0,-0.2
5/21/12,,55,0,0,0.2
5/22/12,,42,0,0,1.2
5/23/12,,35,0,0,-1.7
5/24/12,,35,0.1,0.1,-0.9
5/25/12,,36,0.5,0.4,-1.7
5/26/12,,36,0.2,-0.3,-2.8
5/27/12,,35,0.3,0.1,-0.6
5/28/12,,43,0,-0.3,0
5/29/12,,49,0,0,5.9
5/30/12,,50,0,0,0.2
5/31/12,,52,0.1,0.1,0
6/1/12,,57,0,-0.1,-0.4
6/2/12,,55,0.1,0.1,0
6/3/12,,56,0,-0.1,-0.6
6/4/12,,58,0,0,-0.3
6/5/12,,36,0.2,0.2,-0.5
6/6/12,,36,0,-0.2,-2.7
6/7/12,,45,0.3,0.3,0.4
6/8/12,,41,0,-0.3,-2.3
6/9/12,,33,0.4,0.4,-0.9
6/10/12,,38,0,-0.4,-0.5
6/11/12,,47,0.1,0.1,2.6
6/12/12,,54,0,-0.1,-1.8
6/13/12,,50,0,0,-0.9
6/14/12,,51,0,0,-0.5
6/15/12,,54,0,0,-0.4
6/16/12,,58,0.1,0.1,-0.3
6/17/12,,59,0,-0.1,-0.4
6/18/12,,47,0,0,-0.1
6/19/12,,41,0,0,-0.3
6/20/12,,48,0,0,-0.1
6/21/12,,60,0.1,0.1,-0.2
6/22/12,,62,0,-0.1,0
6/23/12,,57,0,0,-0.1
6/24/12,,61,0,0,-0.2
6/25/12,,62,0,0,-0.4
6/26/12,,47,0,0,0.1
6/27/12,,52,0,0,-0.3
6/28/12,,63,0.1,0.1,0.1
6/29/12,,61,0,-0.1,-0.3
6/30/12,,65,0,0,-0.1
7/1/12,,61,0,0,-0.3
7/2/12,,62,0,0,-0.2
7/3/12,,58,0,0,0.1
7/4/12,,60,0.1,0.1,-0.2
7/5/12,,61,0,-0.1,-0.3
7/6/12,,62,0,0,-0.2
7/7/12,,66,0.1,0.1,-0.5
7/8/12,,67,0,-0.1,-0.1
7/9/12,,70,0,0,-0.1
7/10/12,,71,0,0,-0.5
7/11/12,,69,0,0,-0.2
7/12/12,,72,0,0,-0.7
7/13/12,,61,0.3,0.3,-0.4
7/14/12,,58,0.1,-0.2,0
7/15/12,,58,0,-0.1,0.2
7/16/12,,57,0,0,0.3
7/17/12,,62,0,0,-0.3
7/18/12,,66,0,0,0.2
7/19/12,,68,0,0,-0.4
7/20/12,,66,0,0,-0.1
7/21/12,,66,0,0,-0.5
7/22/12,,68,0.1,0.1,-0.4
7/23/12,,63,0,-0.1,-0.4
7/24/12,,62,0,0,0
7/25/12,,64,0,0,-0.4
7/26/12,,69,0,0,-0.3
7/27/12,,68,0,0,-0.2
7/28/12,,68,0,0,-0.2
7/29/12,,68,0,0,-0.1
7/30/12,,70,0,0,0.1
7/31/12,,68,0,0,-0.2
8/1/12,,65,0,0,0.1
8/2/12,,62,0,0,-0.5
8/3/12,,59,0,0,0.3
8/4/12,,62,0.1,0.1,-0.4
8/5/12,,69,0,-0.1,0.1
8/6/12,,67,0,0,0
8/7/12,,69,0.1,0.1,0.2
8/8/12,,69,0,-0.1,-0.2
8/9/12,,69,0,0,-0.2
8/10/12,,65,0,0,-0.1
8/11/12,,64,0,0,0.4
8/12/12,,67,0,0,-0.4
8/13/12,,69,0,0,0.1
8/14/12,,68,0,0,0.1
8/15/12,,66,0,0,-0.1
8/16/12,,65,0,0,0
8/17/12,,66,0,0,0
8/18/12,,65,0,0,-0.1
8/19/12,,62,0,0,0.2
8/20/12,,61,0,0,-0.2
8/21/12,,63,0,0,0.2
8/22/12,,61,0,0,-0.2
8/23/12,,61,0,0,0
8/24/12,,57,0,0,0
8/25/12,,60,0.1,0.1,0
8/26/12,,62,0,-0.1,0.1
8/27/12,,64,0,0,-0.1
8/28/12,,65,0,0,0
8/29/12,,58,0,0,0
8/30/12,,60,0,0,0
8/31/12,,60,0,0,0
9/1/12,,56,0,0,0
9/2/12,,55,0,0,0
9/3/12,,58,0,0,0
9/4/12,,58,0,0,0
9/5/12,,59,0,0,0
9/6/12,,55,0,0,0
9/7/12,,57,0,0,0
9/8/12,,60,0.1,0.1,0
9/9/12,,61,0,-0.1,0
9/10/12,,54,0,0,0
9/11/12,,49,0,0,0
9/12/12,,53,0,0,0
9/13/12,,57,0,0,0
9/14/12,,61,0,0,0
9/15/12,,60,0,0,0
9/16/12,,56,0,0,0
9/17/12,,54,0,0,0
9/18/12,,57,0,0,0
9/19/12,,58,0,0,0
9/20/12,,58,0,0,0
9/21/12,,59,0.1,0.1,0
9/22/12,,61,0,-0.1,0
9/23/12,,53,0,0,0
9/24/12,,49,0,0,0
9/25/12,,50,0,0,0
9/26/12,,52,0,0,0
9/27/12,,54,0,0,0
9/28/12,,55,0,0,0
9/29/12,,54,0,0,0
9/30/12,,55,0,0,0
10/1/12,,56,0,0,0
10/2/12,,53,0,0,0
10/3/12,,41,0,0,0
10/4/12,,37,0,0,0
10/5/12,,37,0,0,0
10/6/12,,37,0,0,0
10/7/12,,42,0,0,0
10/8/12,,46,0,0,0
10/9/12,,47,0,0,0
10/10/12,,49,0,0,0
10/11/12,,51,0.1,0.1,0
10/12/12,,52,0,-0.1,0
10/13/12,,43,0,0,0
10/14/12,,47,0,0,0
10/15/12,,45,0.2,0.2,0
10/16/12,,39,1.1,0.9,0
10/17/12,,32,0.1,-1,10.8
10/18/12,,42,0.2,0.1,-2
10/19/12,,45,0.1,-0.1,-0.8
10/20/12,,38,0,-0.1,0.1
10/21/12,,33,0,0,1.8
10/22/12,,30,1,1,-1
10/23/12,,23,0.5,-0.5,-0.9
10/24/12,,23,0.1,-0.4,0
10/25/12,,24,0,-0.1,-0.3
10/26/12,,25,0.1,0.1,-0.1
10/27/12,,33,0.5,0.4,0.1
10/28/12,,41,0.5,0,1.6
10/29/12,,44,0,-0.5,5.5
10/30/12,,44,0,0,-2.3
10/31/12,,48,0,0,-0.7
11/1/12,,36,0.1,0.1,-0.7
11/2/12,,36,0,-0.1,0.2
11/3/12,,40,0.1,0.1,-0.8
11/4/12,,42,0,-0.1,-0.3
11/5/12,,45,0,0,-0.1
11/6/12,,47,0,0,0.5
11/7/12,,42,0,0,0.5
11/8/12,,35,0,0,0.3
11/9/12,,23,0,0,-0.6
11/10/12,,17,0,0,-0.6
11/11/12,,15,0,0,-0.7
11/12/12,,23,0.2,0.2,-0.4
11/13/12,,29,0.2,0,-0.3
11/14/12,,29,0,-0.2,-0.4
11/15/12,,30,0.1,0.1,0
11/16/12,,33,0.1,0,0
11/17/12,,34,0.8,0.7,-0.3
11/18/12,,29,0.2,-0.6,0.1
11/19/12,,31,0.2,0,-0.1
11/20/12,,35,1.5,1.3,0.1
11/21/12,,31,0.1,-1.4,-0.1
11/22/12,,26,0,-0.1,0
11/23/12,,34,0.1,0.1,0.1
11/24/12,,35,0.4,0.3,0
11/25/12,,28,0,-0.4,0.1
11/26/12,,25,0.1,0.1,-0.1
11/27/12,,33,0.1,0,0
11/28/12,,36,0.5,0.4,-0.1
11/29/12,,33,0.1,-0.4,0.2
11/30/12,,33,2.6,2.5,0
12/1/12,,33,0.6,-2,-0.1
12/2/12,,31,2.5,1.9,-0.1
12/3/12,,26,0,-2.5,0.3
12/4/12,,31,1.2,1.2,-0.1
12/5/12,,34,0.5,-0.7,-0.1
12/6/12,,27,0,-0.5,0.1
12/7/12,,22,0,0,0
12/8/12,,16,0.3,0.3,0.2
12/9/12,,13,0.1,-0.2,-0.2
12/10/12,,24,0.3,0.2,0.2
12/11/12,,27,0,-0.3,-0.1
12/12/12,,25,0.3,0.3,0.1
12/13/12,,26,0.1,-0.2,-0.1
12/14/12,,24,0,-0.1,0
12/15/12,,19,0,0,0
12/16/12,,20,0.6,0.6,-0.1
12/17/12,,23,1.1,0.5,0.1
12/18/12,,11,0,-1.1,0
12/19/12,,11,0,0,0.1
12/20/12,,18,0,0,-0.2
12/21/12,,25,0,0,0.2
12/22/12,,24,0.6,0.6,0
12/23/12,,21,1,0.4,-0.2
12/24/12,,18,0.1,-0.9,-0.1
12/25/12,,14,0.1,0,0.2
12/26/12,,18,0,-0.1,0
12/27/12,,18,0,0,-0.1
12/28/12,,16,0,0,0.1
12/29/12,,15,0,0,-0.2
12/30/12,,11,0,0,0.2
12/31/12,,15,0,0,0
1/1/13,,21,0,0,-0.2
1/2/13,,23,0,0,0
1/3/13,,25,0,0,0
1/4/13,,26,0.1,0.1,0
1/5/13,,27,0,-0.1,0
1/6/13,,27,0,0,0.1
1/7/13,,25,0.3,0.3,-0.2
1/8/13,,29,0.2,-0.1,-0.1
1/9/13,,30,0.4,0.2,0.1
1/10/13,,19,0.4,0,-0.2
1/11/13,,8,0,-0.4,0.4
1/12/13,,2,0,0,-0.3
1/13/13,,2,0,0,0
1/14/13,,6,0,0,0
1/15/13,,20,0.2,0.2,0
1/16/13,,30,0,-0.2,0.1
1/17/13,,32,0.1,0.1,0
1/18/13,,33,0,-0.1,0
1/19/13,,34,0,0,-0.1
1/20/13,,33,0,0,0
1/21/13,,36,0,0,0.1
1/22/13,,37,0,0,-0.2
1/23/13,,35,0,0,0.2
1/24/13,,31,0.4,0.4,-0.3
1/25/13,,32,0.4,0,-0.1
1/26/13,,30,0.3,-0.1,0.2
1/27/13,,20,0,-0.3,0
1/28/13,,17,0.2,0.2,-0.1
1/29/13,,21,0.3,0.1,-0.2
1/30/13,,26,0.1,-0.2,0.4
1/31/13,,27,0,-0.1,-0.3
2/1/13,,28,0,0,0.2
2/2/13,,31,0,0,-0.1
2/3/13,,30,0,0,0
2/4/13,,33,0,0,0
2/5/13,,31,0,0,0
2/6/13,,25,0,0,0
2/7/13,,24,0,0,0
2/8/13,,24,0,0,-0.1
2/9/13,,22,0,0,0.1
2/10/13,,18,0,0,0
2/11/13,,19,0,0,0
2/12/13,,24,0,0,0
2/13/13,,27,0,0,0.2
2/14/13,,24,0,0,-0.1
2/15/13,,31,0,0,-0.2
2/16/13,,31,0.2,0.2,0.2
2/17/13,,21,0,-0.2,-0.1
2/18/13,,20,0,0,0
2/19/13,,23,0.3,0.3,0.2
2/20/13,,21,0,-0.3,0
2/21/13,,17,0,0,-0.1
2/22/13,,21,0.5,0.5,-0.2
2/23/13,,18,0.5,0,0
2/24/13,,18,0,-0.5,0.2
2/25/13,,19,0.2,0.2,-0.3
2/26/13,,17,0,-0.2,0.3
2/27/13,,22,0.1,0.1,0
2/28/13,,29,0.3,0.2,-0.2
3/1/13,,34,0,-0.3,0
3/2/13,,36,0.3,0.3,-0.1
3/3/13,,27,0,-0.3,0.2
3/4/13,,18,0,0,0
3/5/13,,27,0.1,0.1,-0.2
3/6/13,,29,0.5,0.4,0.2
3/7/13,,24,0,-0.5,-0.2
3/8/13,,27,0,0,0
3/9/13,,28,0,0,0
3/10/13,,33,0,0,0
3/11/13,,32,0.1,0.1,0
3/12/13,,35,0.1,0,0
3/13/13,,43,0,-0.1,-0.2
3/14/13,,44,0,0,0.4
3/15/13,,40,0,0,0.1
3/16/13,,33,0,0,-0.1
3/17/13,,21,0,0,0.1
3/18/13,,23,0,0,0.1
3/19/13,,31,0.2,0.2,0.1
3/20/13,,31,1.5,1.3,-0.1
3/21/13,,19,0.1,-1.4,0
3/22/13,,16,0.3,0.2,0.2
3/23/13,,16,0,-0.3,-0.1
3/24/13,,19,0.1,0.1,-0.1
3/25/13,,26,0.2,0.1,0.2
3/26/13,,32,0.1,-0.1,-0.1
3/27/13,,36,0,-0.1,0.2
3/28/13,,40,0,0,-0.2
3/29/13,,40,0.1,0.1,0.2
3/30/13,,41,0,-0.1,0
3/31/13,,45,0,0,-0.2
4/1/13,,43,0,0,0.2
4/2/13,,44,0,0,0
4/3/13,,43,0,0,0
4/4/13,,43,0,0,-0.1
4/5/13,,35,0.4,0.4,0.1
4/6/13,,35,0.2,-0.2,0
4/7/13,,31,0.9,0.7,0.1
4/8/13,,29,0,-0.9,0.1
4/9/13,,31,0.1,0.1,0
4/10/13,,35,0.1,0,0
4/11/13,,34,0,-0.1,0.2
4/12/13,,36,0.1,0.1,0
4/13/13,,28,0.4,0.3,-0.1
4/14/13,,24,0.1,-0.3,0.1
4/15/13,,23,0.5,0.4,0
4/16/13,,26,0,-0.5,-0.1
4/17/13,,25,0,0,0
4/18/13,,30,0.2,0.2,0.1
4/19/13,,34,0.4,0.2,-0.2
4/20/13,,35,0,-0.4,0.2
4/21/13,,35,0,0,-0.1
4/22/13,,30,0,0,-0.1
4/23/13,,30,0,0,0.1
4/24/13,,36,0,0,-0.1
4/25/13,,42,0.2,0.2,0.1
4/26/13,,47,0,-0.2,0
4/27/13,,49,0,0,-0.2
4/28/13,,43,0,0,1.4
4/29/13,,38,0,0,2.6
4/30/13,,27,0,0,0.8
5/1/13,,31,0,0,-0.7
5/2/13,,41,0,0,-0.4
5/3/13,,44,0,0,0.8
