Date,Air Temperature Observed (degF) Start of Day Values,Precipitation Increment - Snow-adj (in),Change In Soil Temperature Observed -8in (degF)
9/5/11,49,0.1,0
9/6/11,44,0.3,-1
9/7/11,42,0,-4
9/8/11,45,0,1
9/9/11,45,0,0
9/10/11,41,0.2,-1
9/11/11,38,0.2,-1
9/12/11,38,0.2,0
9/13/11,37,0,-1
9/14/11,40,0.5,1
9/15/11,37,0,-2
9/16/11,39,0.7,0
9/17/11,36,0.2,0
9/18/11,39,0,1
9/19/11,39,0,0
9/20/11,40,0,0
9/21/11,47,0,0
9/22/11,44,0,-1
9/23/11,46,0,-1
9/24/11,43,0,0
9/25/11,41,0,1
9/26/11,43,0.2,-1
9/27/11,42,0,0
9/28/11,43,0,0
9/29/11,48,0,0
9/30/11,47,0,1
10/1/11,43,0,1
10/2/11,39,0,0
10/3/11,40,0.1,-1
10/4/11,40,0,0
10/5/11,34,1.2,-1
10/6/11,26,0.7,-3
10/7/11,12,0.1,-2
10/8/11,26,0.1,0
10/9/11,26,0,-1
10/10/11,24,0.1,0
10/11/11,33,0,0
10/12/11,36,0,-1
10/13/11,33,0.1,0
10/14/11,36,0,0
10/15/11,40,0,0
10/16/11,42,0,0
10/17/11,41,0,0
10/18/11,35,0,0
10/19/11,35,0,0
10/20/11,33,0,0
10/21/11,32,0.1,0
10/22/11,34,0,0
10/23/11,33,0,-1
10/24/11,37,0,0
10/25/11,36,0.3,0
10/26/11,27,0,0
10/27/11,19,0.1,0
10/28/11,26,0,0
10/29/11,27,0,0
10/30/11,33,0,0
10/31/11,31,0.1,0
11/1/11,32,0,0
11/2/11,14,0,0
11/3/11,28,0,0
11/4/11,30,0.1,0
11/5/11,20,0,0
11/6/11,12,0.1,0
11/7/11,17,0,0
11/8/11,8,0,0
11/9/11,16,0.1,0
11/10/11,22,0,
11/11/11,24,0.1,
11/12/11,28,0,-1
11/13/11,25,0.3,0
11/14/11,21,0.1,0
11/15/11,19,0,0
11/16/11,18,0,0
11/17/11,17,0,0
11/18/11,26,0.1,0
11/19/11,25,0,0
11/20/11,23,0.1,0
11/21/11,26,0.4,0
11/22/11,18,0,0
11/23/11,25,0,0
11/24/11,31,0,0
11/25/11,24,0,0
11/26/11,23,0,0
11/27/11,29,0,0
11/28/11,30,0,0
11/29/11,35,0,0
11/30/11,28,0.1,0
12/1/11,19,0.2,0
12/2/11,21,0.1,0
12/3/11,12,0,0
12/4/11,1,0,0
12/5/11,2,0,0
12/6/11,15,0.1,0
12/7/11,30,0,0
12/8/11,27,0,0
12/9/11,27,0,0
12/10/11,18,0,0
12/11/11,18,0,0
12/12/11,16,0.5,0
12/13/11,20,0,0
12/14/11,14,0,0
12/15/11,12,0,0
12/16/11,20,0,0
12/17/11,24,0,0
12/18/11,28,0,0
12/19/11,28,0,0
12/20/11,20,0,0
12/21/11,24,0,0
12/22/11,2,0,0
12/23/11,12,0.1,0
12/24/11,23,0,0
12/25/11,31,0,0
12/26/11,24,0,0
12/27/11,20,0.1,0
12/28/11,22,0,-1
12/29/11,28,0,0
12/30/11,30,0,0
12/31/11,27,0,0
1/1/12,23,0,1
1/2/12,30,0,-1
1/3/12,26,0,0
1/4/12,26,0,0
1/5/12,28,0,0
1/6/12,27,0,0
1/7/12,27,0,0
1/8/12,16,0,0
1/9/12,33,0,0
1/10/12,24,0,0
1/11/12,26,0,0
1/12/12,21,0,0
1/13/12,24,0,0
1/14/12,21,0,0
1/15/12,25,0,0
1/16/12,20,0,0
1/17/12,1,0,0
1/18/12,17,0,0
1/19/12,31,0,0
1/20/12,27,0,0
1/21/12,27,1.2,0
1/22/12,13,0,0
1/23/12,14,0.8,0
1/24/12,18,0,0
1/25/12,20,0,0
1/26/12,27,0.2,
1/27/12,23,0,
1/28/12,18,0,0
1/29/12,22,0,0
1/30/12,20,0,0
1/31/12,19,0,0
2/1/12,14,0.1,0
2/2/12,17,0,0
2/3/12,15,0,0
2/4/12,15,0,0
2/5/12,13,0.2,0
2/6/12,13,0,0
2/7/12,9,0.1,0
2/8/12,21,0,0
2/9/12,18,0,0
2/10/12,27,0,0
2/11/12,20,0.4,0
2/12/12,25,0.8,0
2/13/12,17,0.5,0
2/14/12,17,0.2,0
2/15/12,14,0.1,0
2/16/12,14,0,0
2/17/12,8,0,0
2/18/12,12,0,0
2/19/12,20,0.3,0
2/20/12,6,0.1,0
2/21/12,14,0.1,0
2/22/12,27,0,0
2/23/12,25,0,0
2/24/12,15,0,0
2/25/12,23,0,0
2/26/12,11,0,0
2/27/12,21,0.4,0
2/28/12,18,0.6,0
2/29/12,14,0,0
3/1/12,18,0.8,0
3/2/12,3,0,0
3/3/12,8,0,0
3/4/12,17,0,0
3/5/12,22,0.1,0
3/6/12,28,0,0
3/7/12,18,0.1,0
3/8/12,21,0,0
3/9/12,31,0,0
3/10/12,30,0,0
3/11/12,24,0,0
3/12/12,27,0,0
3/13/12,25,0,0
3/14/12,24,0,0
3/15/12,26,0,
3/16/12,30,0,
3/17/12,31,0.3,0
3/18/12,26,0.5,0
3/19/12,12,0.5,0
3/20/12,12,0,0
3/21/12,26,0,0
3/22/12,21,0,0
3/23/12,33,0,0
3/24/12,30,0,0
3/25/12,35,0,0
3/26/12,31,0.1,0
3/27/12,17,0,0
3/28/12,26,0,0
3/29/12,29,0,0
3/30/12,30,0,0
3/31/12,33,0,0
4/1/12,32,0.3,0
4/2/12,13,0,0
4/3/12,26,0,1
4/4/12,28,0,0
4/5/12,28,0,0
4/6/12,25,0,0
4/7/12,13,0,0
4/8/12,28,0,0
4/9/12,32,0,0
4/10/12,34,0,0
4/11/12,34,0.3,0
4/12/12,24,1.2,0
4/13/12,18,0,0
4/14/12,20,1.2,0
4/15/12,21,0,0
4/16/12,22,0,0
4/17/12,23,0.1,0
4/18/12,31,0,0
4/19/12,35,0,0
4/20/12,34,0,0
4/21/12,33,0,0
4/22/12,38,0,0
4/23/12,42,0,0
4/24/12,40,0,0
4/25/12,37,0,0
4/26/12,38,0.4,0
4/27/12,33,0,0
4/28/12,29,0,0
4/29/12,26,0,0
4/30/12,30,0,0
5/1/12,38,0,0
5/2/12,37,0,0
5/3/12,36,0,0
5/4/12,33,0,0
5/5/12,34,0,0
5/6/12,27,0,0
5/7/12,26,0,0
5/8/12,35,0,0
5/9/12,39,0,0
5/10/12,35,0,0
5/11/12,36,0,0
5/12/12,33,0,0
5/13/12,36,0,0
5/14/12,37,0,0
5/15/12,41,0,0
5/16/12,43,0,2
5/17/12,39,0,3
5/18/12,45,0,3
5/19/12,31,0,0
5/20/12,35,0,3
5/21/12,44,0,2
5/22/12,45,0,2
5/23/12,48,0,1
5/24/12,30,0,0
5/25/12,40,0,0
5/26/12,36,0,1
5/27/12,26,0.3,-7
5/28/12,29,0,2
5/29/12,34,0,3
5/30/12,37,0,2
5/31/12,44,0,0
6/1/12,43,0,3
6/2/12,45,0,1
6/3/12,48,0,2
6/4/12,45,0,1
6/5/12,42,0,1
6/6/12,31,0,-1
6/7/12,35,0,-3
6/8/12,40,0,2
6/9/12,44,0,2
6/10/12,30,0,0
6/11/12,32,0,-2
6/12/12,40,0,1
6/13/12,42,0,1
6/14/12,44,0,1
6/15/12,44,0,0
6/16/12,52,0,-2
6/17/12,46,0,0
6/18/12,50,0,3
6/19/12,48,0,1
6/20/12,46,0,0
6/21/12,46,0,0
6/22/12,49,0,1
6/23/12,46,0,1
6/24/12,53,0,0
6/25/12,50,0,-1
6/26/12,48,0,-2
6/27/12,46,0,2
6/28/12,50,0,1
6/29/12,51,0,-1
6/30/12,47,0,2
7/1/12,48,0,0
7/2/12,50,0,-3
7/3/12,49,0,2
7/4/12,47,0,1
7/5/12,47,0.2,-3
7/6/12,41,0,-4
7/7/12,46,0,-3
7/8/12,52,0,1
7/9/12,53,0,1
7/10/12,54,0,1
7/11/12,55,0,-2
7/12/12,52,0,0
7/13/12,48,0.1,0
7/14/12,49,0,-1
7/15/12,46,0.1,1
7/16/12,42,0.2,-3
7/17/12,44,0,-1
7/18/12,43,0,3
7/19/12,47,0,1
7/20/12,52,0.1,-2
7/21/12,53,0,0
7/22/12,48,0,1
7/23/12,49,0.4,1
7/24/12,46,0,-1
7/25/12,47,0,2
7/26/12,48,0,2
7/27/12,51,0.2,-2
7/28/12,47,0.3,-2
7/29/12,47,0.6,-1
7/30/12,53,1.7,-2
7/31/12,45,0.7,1
8/1/12,47,0,0
8/2/12,52,0.1,0
8/3/12,47,0,1
8/4/12,48,0.1,3
8/5/12,50,0,-1
8/6/12,50,0.2,-1
8/7/12,50,0,-2
8/8/12,51,0,2
8/9/12,51,0,2
8/10/12,51,0.1,1
8/11/12,48,0,0
8/12/12,50,0.1,-1
8/13/12,50,0.2,0
8/14/12,47,0.1,0
8/15/12,48,0,0
8/16/12,48,0,-1
8/17/12,51,0.5,1
8/18/12,46,0,-2
8/19/12,49,0.5,0
8/20/12,48,0.1,0
8/21/12,47,0.1,0
8/22/12,47,0.2,-1
8/23/12,45,0.4,-1
8/24/12,46,0.2,-1
8/25/12,43,0.1,-1
8/26/12,44,0.2,0
8/27/12,45,0,1
8/28/12,49,0,2
8/29/12,48,0.5,0
8/30/12,45,0.3,0
8/31/12,46,0.2,0
9/1/12,46,0,-1
9/2/12,45,0,0
9/3/12,44,0,0
9/4/12,47,0,0
9/5/12,44,0,-1
9/6/12,47,0,0
9/7/12,49,0.1,1
9/8/12,43,0,-1
9/9/12,45,0,-2
9/10/12,45,0.1,1
9/11/12,47,0.1,0
9/12/12,43,0,-1
9/13/12,47,0,-2
9/14/12,46,0,0
9/15/12,44,0,0
9/16/12,41,0,0
9/17/12,41,0,-1
9/18/12,36,0,-2
9/19/12,44,0,0
9/20/12,43,0,0
9/21/12,44,0,0
9/22/12,44,0,0
9/23/12,45,0,1
9/24/12,43,0.5,0
9/25/12,34,0.1,-2
9/26/12,33,0.1,-3
9/27/12,33,0.2,-1
9/28/12,36,0,1
9/29/12,36,0,1
9/30/12,40,0,0
10/1/12,48,0,0
10/2/12,42,0,0
10/3/12,43,0,-1
10/4/12,43,0,1
10/5/12,40,0,-1
10/6/12,41,0,-1
10/7/12,31,0,-2
10/8/12,34,0,-1
10/9/12,36,0,-1
10/10/12,37,0,1
10/11/12,36,0.1,2
10/12/12,38,1.3,0
10/13/12,28,0.2,-2
10/14/12,30,0,0
10/15/12,33,0,-1
10/16/12,34,0,0
10/17/12,38,0,0
10/18/12,38,0,0
10/19/12,33,0,0
10/20/12,35,0,0
10/21/12,36,0,0
10/22/12,37,0,0
10/23/12,34,0,0
10/24/12,31,0.1,0
10/25/12,18,0,0
10/26/12,13,0,-1
10/27/12,28,0.1,0
10/28/12,30,0,0
10/29/12,33,0,0
10/30/12,32,0,0
10/31/12,32,0,0
11/1/12,34,0,0
11/2/12,32,0,0
11/3/12,28,0,0
11/4/12,30,0,0
11/5/12,39,0,0
11/6/12,36,0,0
11/7/12,34,0,0
11/8/12,33,0.1,0
11/9/12,32,1.1,-1
11/10/12,16,0.5,0
11/11/12,6,0,1
11/12/12,10,0,0
11/13/12,18,0,-1
11/14/12,18,0,0
11/15/12,22,0,0
11/16/12,30,0.5,0
11/17/12,31,0.2,0
11/18/12,29,0,0
11/19/12,28,0,0
11/20/12,23,0,0
11/21/12,25,0,0
11/22/12,26,0,0
11/23/12,26,0,0
11/24/12,27,0,0
11/25/12,26,0,0
11/26/12,25,0,0
11/27/12,22,0,0
11/28/12,26,0,0
11/29/12,29,0,0
11/30/12,29,0,0
12/1/12,29,0,0
12/2/12,28,0.1,0
12/3/12,31,0.1,0
12/4/12,21,0,0
12/5/12,33,0,0
12/6/12,31,0.1,0
12/7/12,28,0,0
12/8/12,19,0,0
12/9/12,18,0,0
12/10/12,11,0,0
12/11/12,18,0,0
12/12/12,19,0,0
12/13/12,23,0,0
12/14/12,23,1.1,0
12/15/12,15,0.2,0
12/16/12,11,0,0
12/17/12,17,0.1,0
12/18/12,21,1.1,0
12/19/12,9,0,0
12/20/12,5,0,0
12/21/12,14,0,0
12/22/12,15,0,0
12/23/12,22,0,0
12/24/12,20,0.9,0
12/25/12,5,0,0
12/26/12,17,0.8,0
12/27/12,11,0,0
12/28/12,-2,0,0
12/29/12,7,0,0
12/30/12,6,0,0
12/31/12,7,0,0
1/1/13,-4,0,0
1/2/13,11,0.1,0
1/3/13,18,0,0
1/4/13,20,0,0
1/5/13,15,0,0
1/6/13,24,0,0
1/7/13,21,0,0
1/8/13,23,0,0
1/9/13,29,0,0
1/10/13,29,0.4,0
1/11/13,5,0.1,0
1/12/13,-13,0,0
1/13/13,-18,0,0
1/14/13,-11,0,0
1/15/13,-3,0.3,0
1/16/13,29,0,0
1/17/13,31,0,0
1/18/13,19,0,0
1/19/13,26,0,0
1/20/13,22,0,0
1/21/13,23,0,0
1/22/13,27,0,0
1/23/13,26,0.1,0
1/24/13,31,0.7,0
1/25/13,29,0,0
1/26/13,26,0.5,0
1/27/13,26,0.6,0
1/28/13,18,0.1,0
1/29/13,-3,0.5,0
1/30/13,11,0.3,0
1/31/13,18,0,0
2/1/13,15,0,0
2/2/13,14,0.1,0
2/3/13,23,0,0
2/4/13,18,0,0
2/5/13,22,0,0
2/6/13,27,0,0
2/7/13,12,0,0
2/8/13,21,0.3,0
2/9/13,6,0.1,0
2/10/13,8,0,0
2/11/13,-4,0,0
2/12/13,-5,0.1,0
2/13/13,21,0,0
2/14/13,16,0.1,0
2/15/13,24,0.2,0
2/16/13,17,0,0
2/17/13,24,0,0
2/18/13,8,0,0
2/19/13,16,0,0
2/20/13,17,0.4,0
2/21/13,11,0,0
2/22/13,-6,0,0
2/23/13,12,0.3,0
2/24/13,3,0,0
2/25/13,4,0.1,0
2/26/13,10,0.2,0
2/27/13,2,0,0
2/28/13,6,0.2,0
3/1/13,20,0.1,0
3/2/13,27,0,0
3/3/13,30,0.5,0
3/4/13,27,0.2,0
3/5/13,11,0,0
3/6/13,26,0,0
3/7/13,23,0,0
3/8/13,25,0.9,0
3/9/13,20,0.8,0
3/10/13,8,0,0
3/11/13,23,0,0
3/12/13,26,0,0
3/13/13,25,0,0
3/14/13,30,0,0
3/15/13,33,0,0
3/16/13,31,0,0
3/17/13,31,0,0
3/18/13,24,0,0
3/19/13,28,0,0
3/20/13,26,0.1,0
3/21/13,29,0,0
3/22/13,22,0,0
3/23/13,5,,0
3/24/13,,,0
3/25/13,20,0,0
3/26/13,27,0,0
3/27/13,25,0,0
3/28/13,28,0,0
3/29/13,28,0,0
3/30/13,31,0,0
3/31/13,30,0,0
4/1/13,32,0.3,0
4/2/13,26,0.2,0
4/3/13,26,0,0
4/4/13,29,0,0
4/5/13,36,0,0
4/6/13,31,0,0
4/7/13,32,0,0
4/8/13,34,0.3,0
4/9/13,18,0,0
4/10/13,13,0.1,0
4/11/13,27,0,0
4/12/13,20,0,0
4/13/13,30,0.1,0
4/14/13,30,0,0
4/15/13,32,0.3,0
4/16/13,26,0.3,0
4/17/13,14,0.1,0
4/18/13,11,0,0
4/19/13,13,0.2,0
4/20/13,27,0.1,0
4/21/13,27,0,0
4/22/13,35,0,0
4/23/13,23,0,0
4/24/13,21,0,0
4/25/13,27,0,0
4/26/13,33,0,0
4/27/13,33,0,0
4/28/13,36,0,0
4/29/13,41,0,0
4/30/13,42,0,0
5/1/13,30,0,0
5/2/13,22,0,0
5/3/13,28,0,0
5/4/13,32,0,0
5/5/13,33,0,0
5/6/13,34,0.1,0
5/7/13,28,0.1,0
5/8/13,26,0.1,0
5/9/13,31,0,0
5/10/13,34,0,0
5/11/13,40,0,0
5/12/13,37,0,0
5/13/13,42,0,0
5/14/13,40,0,0
5/15/13,41,0,0
5/16/13,42,0,0
5/17/13,40,0.1,0
5/18/13,33,0.1,0
5/19/13,29,0.2,0
5/20/13,29,0.1,0
5/21/13,30,0,0
5/22/13,38,0,0
5/23/13,39,0,0
5/24/13,36,0,0
5/25/13,37,0,6
5/26/13,36,0,5
5/27/13,38,0,1
5/28/13,38,0.2,2
5/29/13,30,0,-7
5/30/13,36,0,2
5/31/13,36,0,3
6/1/13,39,0,1
6/2/13,41,0,2
6/3/13,46,0,2
6/4/13,43,0,1
6/5/13,42,0,1
6/6/13,48,0,1
6/7/13,50,0,2
6/8/13,55,0,0
6/9/13,51,0,2
6/10/13,51,0,2
6/11/13,47,0,0
6/12/13,48,0,-1
6/13/13,52,0,2
6/14/13,44,0,0
6/15/13,41,0,-1
6/16/13,46,0,0
6/17/13,41,0,0
6/18/13,43,0,0
6/19/13,46,0,1
6/20/13,37,0,-1
6/21/13,42,0,-1
6/22/13,44,0,1
6/23/13,44,0,0
6/24/13,46,0,0
6/25/13,42,0,-5
6/26/13,44,0,4
6/27/13,49,0,3
6/28/13,54,0,1
6/29/13,56,0,-2
6/30/13,55,0,0
7/1/13,55,0,0
7/2/13,60,0,0
7/3/13,57,0,2
7/4/13,60,0,-2
7/5/13,53,0,0
7/6/13,52,0.8,1
7/7/13,45,0,-6
7/8/13,49,0,0
7/9/13,49,0,1
7/10/13,49,0,3
7/11/13,57,0.5,3
7/12/13,49,0.5,-6
7/13/13,43,0,-2
7/14/13,47,0.5,3
7/15/13,47,0,-3
7/16/13,52,0.4,1
7/17/13,49,0.1,0
7/18/13,49,0.1,0
7/19/13,54,0,0
7/20/13,51,0,1
7/21/13,51,0,0
7/22/13,49,0,0
7/23/13,53,0,0
7/24/13,52,0.5,0
7/25/13,46,0,2
7/26/13,52,0.1,0
7/27/13,48,0.2,-1
7/28/13,45,1.3,-1
7/29/13,42,0.2,-2
7/30/13,41,0,-2
7/31/13,46,0,3
8/1/13,50,0,0
8/2/13,50,0,1
8/3/13,48,0.1,0
8/4/13,46,0,0
8/5/13,47,0,-1
8/6/13,47,0,-1
8/7/13,48,0,0
8/8/13,46,0,-1
8/9/13,44,0,0
8/10/13,44,0,0
8/11/13,46,0.1,0
8/12/13,46,0,-2
8/13/13,44,0,0
8/14/13,47,0,1
8/15/13,46,0,1
8/16/13,48,0,2
8/17/13,51,0.5,1
8/18/13,44,0.2,-2
8/19/13,46,0.4,0
8/20/13,47,0,-2
8/21/13,46,0,2
8/22/13,49,0.3,0
8/23/13,45,0.8,-1
8/24/13,41,0.2,-2
8/25/13,42,0,-2
8/26/13,43,0.6,1
8/27/13,47,0,1
8/28/13,44,0,1
8/29/13,48,0,0
8/30/13,48,0.1,1
8/31/13,51,0.1,0
9/1/13,49,1.1,1
9/2/13,47,0.1,-1
9/3/13,46,0.2,0
9/4/13,46,0.5,0
9/5/13,46,0,0
9/6/13,47,0,0
9/7/13,46,0.4,-1
9/8/13,44,0.4,0
9/9/13,43,0,-1
9/10/13,44,0,-1
9/11/13,42,0.1,-2
9/12/13,42,0.2,0
9/13/13,40,0.3,0
9/14/13,40,0,0
9/15/13,39,0,0
9/16/13,42,0,0
9/17/13,45,0,1
9/18/13,46,0,0
9/19/13,37,0,-2
9/20/13,39,0,-2
9/21/13,42,0,0
9/22/13,43,0.3,0
9/23/13,35,0,-3
9/24/13,34,0,-1
9/25/13,38,0,0
9/26/13,36,0,0
9/27/13,24,0.1,-1
9/28/13,22,0,-2
9/29/13,33,0,-2
9/30/13,38,0,1
10/1/13,35,0,1
10/2/13,39,0,0
10/3/13,38,0,0
10/4/13,20,0,0
10/5/13,28,0,-2
10/6/13,37,0,-1
10/7/13,38,0,0
10/8/13,38,0,0
10/9/13,31,0.1,0
10/10/13,29,1.8,0
10/11/13,29,0.2,0
10/12/13,24,0,0
10/13/13,29,0.2,0
10/14/13,26,0,0
10/15/13,17,0.1,0
10/16/13,15,0,0
10/17/13,25,0.1,0
10/18/13,26,0,0
10/19/13,28,0,0
10/20/13,30,0,0
10/21/13,32,0,0
10/22/13,31,0.1,-1
10/23/13,33,0,0
10/24/13,33,0,0
10/25/13,30,0,0
10/26/13,35,0,0
10/27/13,31,0,0
10/28/13,32,0.8,0
10/29/13,23,0.3,0
10/30/13,21,0,0
10/31/13,22,0,0
11/1/13,26,0,0
11/2/13,25,0,0
11/3/13,31,0,0
11/4/13,21,0.4,0
11/5/13,6,0,0
11/6/13,16,0,0
11/7/13,25,0,0
11/8/13,31,0,0
11/9/13,31,0,0
11/10/13,26,0,0
11/11/13,30,0,0
11/12/13,32,0,0
11/13/13,35,0,0
11/14/13,31,0,0
11/15/13,28,0,0
11/16/13,21,0.1,0
11/17/13,26,0,0
11/18/13,23,0.1,0
11/19/13,29,0,0
11/20/13,28,0.4,0
11/21/13,28,0.7,0
11/22/13,23,0.9,0
11/23/13,26,0.4,0
11/24/13,23,0,0
11/25/13,22,0,0
11/26/13,31,0,0
11/27/13,27,0,0
11/28/13,24,0,0
11/29/13,18,0,0
11/30/13,19,0,0
12/1/13,18,0,0
12/2/13,26,0,0
12/3/13,29,0.6,0
12/4/13,10,0,0
12/5/13,-9,0,0
12/6/13,-13,0,0
12/7/13,6,1,0
12/8/13,1,0,0
12/9/13,-7,0,0
12/10/13,7,0,0
12/11/13,9,0,0
12/12/13,16,0,0
12/13/13,17,0.2,-1
12/14/13,20,0,0
12/15/13,28,0,0
12/16/13,27,0,0
12/17/13,26,0.1,0
12/18/13,29,0.4,0
12/19/13,28,0.2,0
12/20/13,15,0,0
12/21/13,16,0.5,0
12/22/13,7,0,0
12/23/13,19,0,0
12/24/13,22,0,0
12/25/13,13,0,0
12/26/13,31,0,0
12/27/13,27,0,0
12/28/13,23,0,0
12/29/13,12,0,0
12/30/13,18,0,0
12/31/13,20,0,0
1/1/14,21,0,0
1/2/14,21,0,0
1/3/14,21,0,0
1/4/14,24,0,0
1/5/14,13,0,0
1/6/14,15,0,0
1/7/14,27,0,0
1/8/14,19,0,0
1/9/14,17,0.1,0
1/10/14,19,0,0
1/11/14,25,0,0
1/12/14,24,0,0
1/13/14,13,0,0
1/14/14,28,0,0
1/15/14,26,0,0
1/16/14,29,0,0
1/17/14,30,0,0
1/18/14,21,0,0
1/19/14,23,0,0
1/20/14,23,0,0
1/21/14,21,0,0
1/22/14,22,0,0
1/23/14,21,0,0
1/24/14,14,0,0
1/25/14,22,0,0
1/26/14,23,0,0
1/27/14,21,0,0
1/28/14,23,0,0
1/29/14,23,0.1,0
1/30/14,31,0.7,0
1/31/14,19,0.1,0
2/1/14,9,0,0
2/2/14,2,0,0
2/3/14,11,0.3,0
2/4/14,12,0.1,0
2/5/14,5,0,0
2/6/14,8,0.3,0
2/7/14,18,0.1,0
2/8/14,21,0.4,0
2/9/14,28,1.1,0
2/10/14,29,0.2,0
2/11/14,11,0,0
2/12/14,15,0,0
2/13/14,26,0,0
2/14/14,31,0,0
2/15/14,33,0,0
2/16/14,31,0,0
2/17/14,20,0,0
2/18/14,28,0,0
2/19/14,22,0,0
2/20/14,8,0,0
2/21/14,14,0,0
2/22/14,23,0,0
2/23/14,23,0,0
2/24/14,22,0,0
2/25/14,23,0,0
2/26/14,21,0,0
2/27/14,28,1.1,0
2/28/14,22,0.3,0
3/1/14,29,0.7,0
3/2/14,21,0,0
3/3/14,24,0,0
3/4/14,22,0.1,0
3/5/14,15,0,0
3/6/14,21,0.1,0
3/7/14,29,0.1,0
3/8/14,15,0,0
3/9/14,22,0,0
3/10/14,28,0.1,0
3/11/14,20,0,0
3/12/14,16,0,0
3/13/14,24,0,0
3/14/14,20,0,0
3/15/14,24,0,0
3/16/14,31,0,0
3/17/14,30,0,0
3/18/14,10,0,0
3/19/14,5,0,0
3/20/14,17,0,0
3/21/14,26,0.1,0
3/22/14,28,0,0
3/23/14,14,0,0
3/24/14,26,0,0
3/25/14,26,0,0
3/26/14,30,0.6,0
3/27/14,22,0.7,0
3/28/14,23,0,0
3/29/14,19,0,0
3/30/14,30,0.8,0
3/31/14,18,0,0
4/1/14,22,0.3,0
4/2/14,16,0.1,0
4/3/14,12,0.1,0
4/4/14,13,0,0
4/5/14,19,0,0
4/6/14,22,0.1,0
4/7/14,28,0,0
4/8/14,31,0,0
4/9/14,31,0,0
4/10/14,35,0,0
4/11/14,32,0,0
4/12/14,34,0,0
4/13/14,33,0.3,0
4/14/14,20,0.1,0
4/15/14,24,0,0
4/16/14,32,0,0
4/17/14,28,0,0
4/18/14,36,0,0
4/19/14,31,0,0
4/20/14,32,0,0
4/21/14,35,0,0
4/22/14,38,0,0
4/23/14,27,0,0
4/24/14,26,0,0
4/25/14,32,0,0
4/26/14,32,1.3,0
4/27/14,21,0.2,0
4/28/14,24,0,0
4/29/14,19,0,0
4/30/14,21,0,0
5/1/14,27,0,0
5/2/14,34,0,0
5/3/14,33,0,0
5/4/14,41,0,0
5/5/14,38,0,0
5/6/14,37,0,0
5/7/14,26,1,0
5/8/14,23,0,0
5/9/14,28,0.1,0
5/10/14,34,0.2,0
5/11/14,24,0.4,0
5/12/14,25,0,0
5/13/14,19,0,0
5/14/14,27,0,0
5/15/14,40,0,0
5/16/14,37,0,0
5/17/14,37,0,0
5/18/14,42,0,0
5/19/14,38,0,0
5/20/14,36,0,0
5/21/14,33,0,0
5/22/14,32,0.1,0
5/23/14,40,0,0
5/24/14,34,0,0
5/25/14,33,0,0
5/26/14,45,0,0
5/27/14,41,0,0
5/28/14,44,0,1
5/29/14,41,0,5
5/30/14,40,0,3
5/31/14,43,0,1
6/1/14,41,0,3
6/2/14,38,0,1
6/3/14,46,0,1
6/4/14,38,0,1
6/5/14,45,0,1
6/6/14,42,0,1
6/7/14,47,0,-1
6/8/14,44,0,-1
6/9/14,42,0,2
6/10/14,46,0,3
6/11/14,48,0,-1
6/12/14,43,0,0
6/13/14,46,0,1
6/14/14,43,0,2
6/15/14,37,0,-1
6/16/14,43,0,1
6/17/14,41,0,-3
6/18/14,33,0,1
6/19/14,35,0,0
6/20/14,42,0,1
6/21/14,44,0,2
6/22/14,46,0,-1
6/23/14,44,0,1
6/24/14,46,0,1
6/25/14,45,0,1
6/26/14,49,0,1
6/27/14,40,0,-6
6/28/14,45,0,0
6/29/14,50,0,4
6/30/14,53,0,2
7/1/14,50,0,1
7/2/14,52,0,0
7/3/14,51,0,-2
7/4/14,48,0,-1
7/5/14,49,0,-1
7/6/14,51,0,-1
7/7/14,53,0,-1
7/8/14,54,0,0
7/9/14,51,0,-1
7/10/14,51,0,1
7/11/14,45,0,-1
7/12/14,47,0,3
7/13/14,56,0,-2
7/14/14,61,0.1,3
7/15/14,53,0.4,-2
7/16/14,45,0.3,0
7/17/14,48,0,1
7/18/14,51,0,1
7/19/14,50,0,0
7/20/14,51,0,3
7/21/14,46,0,-1
7/22/14,46,0,0
7/23/14,51,0,1
7/24/14,56,0,0
7/25/14,55,0.1,2
7/26/14,53,0.4,-3
7/27/14,51,0.1,-5
7/28/14,48,0.5,0
7/29/14,47,0.4,-1
7/30/14,44,0,-1
7/31/14,49,0,2
8/1/14,47,0,1
8/2/14,51,0.1,-1
8/3/14,50,0.3,-1
8/4/14,46,0.2,-2
8/5/14,44,0,2
8/6/14,44,0,0
8/7/14,43,0,-1
8/8/14,44,0,1
8/9/14,46,0,0
8/10/14,49,0.2,-1
8/11/14,51,0,-1
8/12/14,49,0,1
8/13/14,48,0,-1
8/14/14,48,0,0
8/15/14,49,0,2
8/16/14,46,0.1,1
8/17/14,47,0,0
8/18/14,47,0.1,0
8/19/14,44,0.6,-1
8/20/14,44,0.3,-3
8/21/14,40,0.1,0
8/22/14,39,0.3,-1
8/23/14,42,0,1
8/24/14,40,0.1,-1
8/25/14,43,0.1,1
8/26/14,43,0.3,-1
8/27/14,37,0,-3
8/28/14,38,0,1
8/29/14,47,0,0
8/30/14,46,0,2
8/31/14,50,0,0
9/1/14,47,0,0
9/2/14,47,0,1
9/3/14,49,0,0
9/4/14,47,0.1,0
9/5/14,43,0,0
9/6/14,43,0,-1
9/7/14,46,0,0
9/8/14,46,0.3,1
9/9/14,46,0.5,-1
