Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
2/22/07,35,0.1,0.1,0.9
2/23/07,24,0,-0.1,0.6
2/24/07,26,0.1,0.1,-1.1
2/25/07,29,0.8,0.7,-0.9
2/26/07,26,0.9,0.1,0.8
2/27/07,25,0.1,-0.8,-0.5
2/28/07,23,0.2,0.1,-0.4
3/1/07,23,1,0.8,-0.1
3/2/07,29,0.3,-0.7,0.3
3/3/07,33,0,-0.3,0.1
3/4/07,38,0,0,-0.9
3/5/07,42,0,0,0.6
3/6/07,45,0,0,-0.8
3/7/07,44,0,0,0.3
3/8/07,41,0,0,0.9
3/9/07,40,0.2,0.2,-0.3
3/10/07,40,0,-0.2,1.2
3/11/07,49,0,0,0.4
3/12/07,54,0,0,1.5
3/13/07,52,0,0,0.9
3/14/07,47,0,0,-1
3/15/07,47,0,0,0.6
3/16/07,54,0,0,-0.8
3/17/07,56,0,0,1.6
3/18/07,52,0,0,0.5
3/19/07,49,0,0,-0.7
3/20/07,42,0.1,0.1,1
3/21/07,34,0.1,0,-0.3
3/22/07,42,0,-0.1,-0.8
3/23/07,47,0,0,0.1
3/24/07,50,0,0,-0.4
3/25/07,50,0,0,-1
3/26/07,43,0.1,0.1,-0.8
3/27/07,30,0.3,0.2,0.2
3/28/07,36,0,-0.3,-0.2
3/29/07,43,0,0,0.2
3/30/07,48,0,0,0.2
3/31/07,48,0,0,-0.3
4/1/07,43,0.2,0.2,-0.8
4/2/07,40,0,-0.2,1
4/3/07,47,0,0,-0.9
4/4/07,52,0,0,-0.1
4/5/07,53,0,0,0.2
4/6/07,57,0,0,-0.4
4/7/07,50,0,0,0.2
4/8/07,46,0,0,0
4/9/07,41,0,0,-0.2
4/10/07,35,0.3,0.3,0
4/11/07,34,0.2,-0.1,-0.4
4/12/07,35,0.1,-0.1,-0.8
4/13/07,41,0,-0.1,1.3
4/14/07,42,0,0,0.2
4/15/07,40,0,0,-0.7
4/16/07,45,0,0,0
4/17/07,45,0,0,-0.7
4/18/07,28,0.6,0.6,0.3
4/19/07,31,0,-0.6,-1.1
4/20/07,36,0,0,1.9
4/21/07,39,0.1,0.1,2.9
4/22/07,37,0.7,0.6,-0.3
4/23/07,42,0.1,-0.6,0.5
4/24/07,49,0,-0.1,-1.4
4/25/07,51,0,0,-1.1
4/26/07,49,0,0,0.1
4/27/07,56,0,0,-0.9
4/28/07,63,0,0,-0.2
4/29/07,60,0,0,-0.7
4/30/07,57,0,0,-0.8
5/1/07,59,0,0,-0.2
5/2/07,43,0.5,0.5,-0.3
5/3/07,35,0,-0.5,1.5
5/4/07,34,0.2,0.2,0.4
5/5/07,39,0,-0.2,0.8
5/6/07,48,0,0,-0.1
5/7/07,56,0,0,-0.7
5/8/07,59,0,0,-1.1
5/9/07,62,0,0,0
5/10/07,61,0,0,-1.1
5/11/07,63,0,0,-0.1
5/12/07,61,0,0,-0.8
5/13/07,53,0,0,-0.7
5/14/07,53,0,0,-0.6
5/15/07,62,0,0,-0.6
5/16/07,65,0,0,-0.3
5/17/07,64,0,0,-0.3
5/18/07,63,0,0,-0.5
5/19/07,61,0,0,-0.6
5/20/07,55,0,0,-0.7
5/21/07,43,0,0,-0.7
5/22/07,42,0,0,-0.6
5/23/07,49,0,0,-0.7
5/24/07,54,0,0,-0.4
5/25/07,60,0,0,-0.2
5/26/07,62,0,0,-0.5
5/27/07,63,0,0,-0.3
5/28/07,53,0,0,-0.5
5/29/07,54,0,0,-0.1
5/30/07,61,0,0,-0.2
5/31/07,66,0,0,-0.2
6/1/07,67,0,0,-0.1
6/2/07,68,0,0,-0.3
6/3/07,69,0,0,-0.2
6/4/07,66,0,0,0.2
6/5/07,48,0.8,0.8,-0.1
6/6/07,39,0.2,-0.6,-0.2
6/7/07,45,0,-0.2,-0.2
6/8/07,49,0,0,0
6/9/07,59,0,0,0.1
6/10/07,55,0,0,0.2
6/11/07,55,0,0,0.3
6/12/07,61,0,0,0
6/13/07,65,0,0,-0.2
6/14/07,65,0,0,0.3
6/15/07,67,0,0,-0.2
6/16/07,67,0,0,0.2
6/17/07,55,0,0,-0.1
6/18/07,60,0,0,-0.1
6/19/07,69,0,0,-0.1
6/20/07,69,0,0,0
6/21/07,68,0,0,0
6/22/07,69,0,0,0
6/23/07,66,0,0,-0.1
6/24/07,59,0,0,-0.1
6/25/07,58,0,0,-0.1
6/26/07,66,0.3,0.3,-0.2
6/27/07,71,0,-0.3,0
6/28/07,69,0,0,0.1
6/29/07,66,0,0,0
6/30/07,64,0,0,-0.1
7/1/07,69,0,0,-0.1
7/2/07,67,0,0,0.1
7/3/07,72,0,0,-0.4
7/4/07,76,0,0,0.4
7/5/07,80,0,0,-0.2
7/6/07,77,0,0,0.2
7/7/07,75,0,0,0
7/8/07,75,0,0,0.1
7/9/07,76,0,0,-0.1
7/10/07,77,0,0,0.1
7/11/07,73,0,0,0
7/12/07,72,0,0,-0.2
7/13/07,77,0,0,0.1
7/14/07,77,0,0,0
7/15/07,76,0,0,0
7/16/07,73,0,0,0
7/17/07,72,0,0,
7/18/07,68,0,0,
7/19/07,65,0,0,0
7/20/07,68,0,0,-0.1
7/21/07,69,0,0,0.1
7/22/07,75,0,0,0
7/23/07,77,0,0,0
7/24/07,71,0,0,-0.3
7/25/07,67,0,0,0.1
7/26/07,71,0,0,-0.1
7/27/07,76,0,0,0.2
7/28/07,76,0,0,0
7/29/07,78,0,0,-0.3
7/30/07,76,0,0,0
7/31/07,75,0,0,0.4
8/1/07,74,0,0,-0.1
8/2/07,71,0,0,-0.2
8/3/07,71,0,0,0.1
8/4/07,70,0,0,-0.2
8/5/07,67,0,0,0
8/6/07,64,0,0,-0.1
8/7/07,64,0,0,0
8/8/07,67,0,0,0.1
8/9/07,71,0,0,-0.1
8/10/07,66,0,0,0.2
8/11/07,69,0,0,-0.1
8/12/07,70,0,0,0
8/13/07,71,0,0,-0.3
8/14/07,74,0,0,0.1
8/15/07,77,0,0,-0.1
8/16/07,74,0,0,0.1
8/17/07,69,0,0,0.1
8/18/07,68,0,0,-0.3
8/19/07,64,0,0,0.1
8/20/07,65,0,0,0
8/21/07,65,0,0,0.1
8/22/07,64,0,0,0
8/23/07,63,0,0,-0.4
8/24/07,67,0,0,-0.1
8/25/07,73,0,0,0.1
8/26/07,70,0,0,-0.1
8/27/07,67,0,0,0.2
8/28/07,68,0,0,0
8/29/07,72,0,0,-0.3
8/30/07,69,0,0,0.1
8/31/07,66,0,0,0.1
9/1/07,69,0,0,-0.2
9/2/07,71,0,0,-0.2
9/3/07,74,0.1,0.1,0
9/4/07,64,0,-0.1,0.4
9/5/07,53,0,0,-0.1
9/6/07,60,0,0,-0.2
9/7/07,65,0,0,-0.3
9/8/07,62,0,0,0
9/9/07,59,0,0,0.3
9/10/07,59,0,0,-0.5
9/11/07,65,0,0,0.4
9/12/07,69,0,0,-0.3
9/13/07,67,0,0,0.2
9/14/07,62,0,0,0
9/15/07,59,0,0,0
9/16/07,58,0,0,-0.1
9/17/07,51,0,0,0
9/18/07,49,0,0,0
9/19/07,51,0,0,-0.3
9/20/07,56,0,0,0
9/21/07,60,0,0,0
9/22/07,55,0,0,0.2
9/23/07,41,0.4,0.4,0.1
9/24/07,43,0,-0.4,-0.4
9/25/07,48,0,0,-0.2
9/26/07,54,0.1,0.1,0.3
9/27/07,58,0,-0.1,-0.1
9/28/07,49,0,0,-0.1
9/29/07,37,0,0,-0.1
9/30/07,50,0,0,-0.1
10/1/07,42,1.7,1.7,0.1
10/2/07,48,0,-1.7,7.7
10/3/07,51,0,0,2
10/4/07,44,0,0,0.1
10/5/07,35,0.1,0.1,-0.3
10/6/07,37,0,-0.1,0
10/7/07,45,0.1,0.1,-0.5
10/8/07,52,0,-0.1,0.3
10/9/07,57,0,0,-0.6
10/10/07,46,0.1,0.1,0.2
10/11/07,46,0,-0.1,-0.4
10/12/07,48,0,0,-0.2
10/13/07,48,0,0,0
10/14/07,50,0,0,-0.2
10/15/07,52,0,0,-0.1
10/16/07,43,0,0,-0.1
10/17/07,35,0.4,0.4,-0.5
10/18/07,42,0,-0.4,-0.1
10/19/07,51,1.1,1.1,3.1
10/20/07,35,0.4,-0.7,7.8
10/21/07,36,0,-0.4,-2.1
10/22/07,45,0,0,-0.6
10/23/07,54,0,0,0
10/24/07,58,0,0,-0.2
10/25/07,55,0,0,-0.7
10/26/07,43,0,0,0
10/27/07,50,0,0,-0.9
10/28/07,52,0,0,0.3
10/29/07,51,0.7,0.7,-0.3
10/30/07,42,0.1,-0.6,4.6
10/31/07,42,0,-0.1,-1.5
11/1/07,44,0,0,-0.8
11/2/07,43,0,0,-0.5
11/3/07,46,0.1,0.1,-1
11/4/07,49,0,-0.1,0.1
11/5/07,50,0,0,-0.4
11/6/07,51,0,0,-0.2
11/7/07,52,0,0,0.1
11/8/07,51,0,0,-0.3
11/9/07,51,0,0,-0.3
11/10/07,44,0.4,0.4,-0.1
11/11/07,36,0.5,0.1,3.1
11/12/07,35,0.1,-0.4,0.8
11/13/07,40,0.8,0.7,-1.5
11/14/07,37,0,-0.8,2.3
11/15/07,45,0,0,-1.6
11/16/07,47,0,0,-0.9
11/17/07,49,0,0,-0.5
11/18/07,51,0,0,-0.2
11/19/07,40,0.3,0.3,-0.3
11/20/07,27,0,-0.3,1
11/21/07,27,0,0,-1.7
11/22/07,30,0,0,-0.5
11/23/07,31,0,0,-0.2
11/24/07,32,0,0,-1.4
11/25/07,38,0,0,-0.4
11/26/07,35,0,0,-0.4
11/27/07,32,0.4,0.4,-0.6
11/28/07,27,0,-0.4,-0.3
11/29/07,31,0,0,0.1
11/30/07,25,0,0,-0.1
12/1/07,23,0,0,-0.1
12/2/07,34,0.1,0.1,-0.5
12/3/07,50,0,-0.1,0
12/4/07,47,0,0,0
12/5/07,40,0,0,1.1
12/6/07,34,0.4,0.4,1.5
12/7/07,31,0.2,-0.2,0.5
12/8/07,24,0.2,0,
12/9/07,23,0,-0.2,
12/10/07,24,0,0,0.2
12/11/07,23,0,0,0.1
12/12/07,22,0,0,-0.4
12/13/07,24,0,0,-0.2
12/14/07,22,0,0,-0.7
12/15/07,29,0,0,-0.5
12/16/07,31,0.1,0.1,0
12/17/07,31,0.1,0,-0.3
12/18/07,32,0.3,0.2,-0.4
12/19/07,33,0.4,0.1,0
12/20/07,28,0.6,0.2,-0.1
12/21/07,18,0,-0.6,0.4
12/22/07,20,0.2,0.2,0.3
12/23/07,31,0.2,0,-0.2
12/24/07,29,0.3,0.1,0.8
12/25/07,19,0,-0.3,0.7
12/26/07,20,0.3,0.3,0.3
12/27/07,16,0,-0.3,-0.2
12/28/07,22,0.5,0.5,-0.2
12/29/07,28,1,0.5,0.1
12/30/07,26,0,-1,-0.1
12/31/07,20,0,0,0.1
1/1/08,26,0,0,-0.1
1/2/08,36,0,0,0.1
1/3/08,35,0,0,-0.2
1/4/08,36,0.4,0.4,0.1
1/5/08,27,0.1,-0.3,-0.3
1/6/08,25,0.3,0.2,0.4
1/7/08,22,0.3,0,-0.1
1/8/08,29,0.6,0.3,0.2
1/9/08,28,0.5,-0.1,0.2
1/10/08,32,0,-0.5,-0.3
1/11/08,32,0,0,0.2
1/12/08,31,0,0,0.3
1/13/08,30,0,0,
1/14/08,32,0,0,
1/15/08,24,0,0,-0.4
1/16/08,16,0,0,0.4
1/17/08,21,0,0,-0.6
1/18/08,28,0,0,0.4
1/19/08,27,0,0,-0.1
1/20/08,26,0.3,0.3,-0.3
1/21/08,20,0,-0.3,-0.1
1/22/08,20,0,0,0.4
1/23/08,24,0,0,-0.2
1/24/08,22,0.4,0.4,0.1
1/25/08,27,0,-0.4,-0.2
1/26/08,31,0,0,-0.3
1/27/08,33,0.7,0.7,-0.1
1/28/08,20,0.2,-0.5,0.5
1/29/08,21,1,0.8,-0.2
1/30/08,20,0.3,-0.7,0.3
1/31/08,27,0.5,0.2,-0.2
2/1/08,24,1.1,0.6,-0.1
2/2/08,22,0.9,-0.2,-0.2
2/3/08,26,2,1.1,0.3
2/4/08,19,0,-2,-0.2
2/5/08,19,0.3,0.3,0
2/6/08,27,0.2,-0.1,0
2/7/08,35,0.1,-0.1,0
2/8/08,33,0,-0.1,0.4
2/9/08,36,0,0,-0.3
2/10/08,38,0,0,0.5
2/11/08,38,0,0,0
2/12/08,39,0,0,-0.1
2/13/08,28,0,0,-0.3
2/14/08,27,0.2,0.2,0.2
2/15/08,29,0,-0.2,0.2
2/16/08,35,0,0,-0.4
2/17/08,35,0,0,0
2/18/08,38,0,0,0.2
2/19/08,38,0,0,-0.2
2/20/08,35,0.1,0.1,0.4
2/21/08,32,0.3,0.2,-0.4
2/22/08,31,0.2,-0.1,0.5
2/23/08,31,0.5,0.3,-0.4
2/24/08,33,0.4,-0.1,-0.1
2/25/08,35,1,0.6,0.3
2/26/08,37,0,-1,0
2/27/08,41,0,0,-0.2
2/28/08,41,0,0,-0.1
2/29/08,45,0,0,0.2
3/1/08,34,0.2,0.2,0.4
3/2/08,28,0.1,-0.1,-0.3
3/3/08,34,0,-0.1,0
3/4/08,29,0,0,0
3/5/08,29,0,0,0.3
3/6/08,35,0,0,-0.4
3/7/08,40,0,0,0.7
3/8/08,36,0.3,0.3,-0.1
3/9/08,38,0,-0.3,0
3/10/08,45,0,0,-0.5
3/11/08,44,0,0,0.3
3/12/08,43,0,0,0.2
3/13/08,36,0.8,0.8,-0.4
3/14/08,31,0.6,-0.2,0.4
3/15/08,28,0,-0.6,0.4
3/16/08,27,0,0,-0.4
3/17/08,33,0.1,0.1,0.2
3/18/08,42,0.1,0,-0.3
3/19/08,40,0.1,0,0.7
3/20/08,36,0,-0.1,0
3/21/08,34,0,0,-0.5
3/22/08,37,0,0,0.2
3/23/08,45,0,0,-0.1
3/24/08,44,0.2,0.2,0.1
3/25/08,43,0,-0.2,0.7
3/26/08,36,0.2,0.2,0.1
3/27/08,27,0,-0.2,0
3/28/08,35,0,0,0
3/29/08,29,0.3,0.3,0.2
3/30/08,28,0.2,-0.1,-0.5
3/31/08,27,0.2,0,0
4/1/08,34,0,-0.2,0.1
4/2/08,39,0,0,0.4
4/3/08,40,0,0,-0.7
4/4/08,41,0,0,0.2
4/5/08,35,0,0,0.7
4/6/08,36,0,0,-0.5
4/7/08,33,0,0,-0.1
4/8/08,32,0.4,0.4,1
4/9/08,31,0.2,-0.2,-0.7
4/10/08,35,0,-0.2,-0.2
4/11/08,42,0,0,0.1
4/12/08,50,0.1,0.1,0.9
4/13/08,57,0.1,0,0
4/14/08,52,0,-0.1,0.4
4/15/08,29,0,0,1
4/16/08,34,0,0,-0.7
4/17/08,45,0,0,0.4
4/18/08,49,0,0,0
4/19/08,40,0,0,0.3
4/20/08,24,0,0,-0.3
4/21/08,32,0,0,-0.1
4/22/08,42,0.1,0.1,-0.7
4/23/08,37,0.2,0.1,1.7
4/24/08,34,0,-0.2,-0.3
4/25/08,43,0,0,-1.3
4/26/08,46,0,0,1.4
4/27/08,53,0,0,-0.4
4/28/08,57,0,0,1
4/29/08,46,0.1,0.1,0.6
4/30/08,29,0.2,0.1,0.1
5/1/08,35,0,-0.2,-1.6
5/2/08,44,0,0,-0.1
5/3/08,47,0,0,1.5
5/4/08,48,0.1,0.1,-1.8
5/5/08,55,0,-0.1,-0.4
5/6/08,56,0,0,-0.1
5/7/08,46,0,0,-0.2
5/8/08,46,0,0,0.2
5/9/08,44,0.1,0.1,-1.2
5/10/08,51,0,-0.1,0.5
5/11/08,49,0,0,-0.9
5/12/08,39,0,0,0.1
5/13/08,49,0,0,-0.2
5/14/08,53,0,0,-0.3
5/15/08,57,0,0,-0.7
5/16/08,65,0,0,-0.3
5/17/08,71,0,0,-0.2
5/18/08,72,0,0,-0.5
5/19/08,69,0,0,-0.5
5/20/08,59,0,0,-0.1
5/21/08,37,0.2,0.2,-1
5/22/08,37,0,-0.2,-0.4
5/23/08,41,0,0,-0.1
5/24/08,42,0.3,0.3,0.2
5/25/08,46,0.3,0,0.2
5/26/08,46,0.3,0,2.9
5/27/08,46,0,-0.3,2.2
5/28/08,43,0.3,0.3,-0.2
5/29/08,46,0,-0.3,0.7
5/30/08,51,0,0,-0.2
5/31/08,56,0.1,0.1,-1.1
6/1/08,56,0,-0.1,-0.3
6/2/08,55,0,0,-0.3
6/3/08,47,0.7,0.7,-0.4
6/4/08,40,0.2,-0.5,4.2
6/5/08,48,0,-0.2,-0.6
6/6/08,47,0,0,-1.3
6/7/08,44,0,0,-0.6
6/8/08,51,0,0,-1.1
6/9/08,59,0,0,-0.3
6/10/08,47,0,0,-0.2
6/11/08,47,0,0,-1
6/12/08,52,0,0,-0.8
6/13/08,60,0,0,-0.3
6/14/08,66,0,0,0
6/15/08,65,0,0,-1
6/16/08,67,0,0,-0.2
6/17/08,66,0,0,-0.6
6/18/08,63,0,0,-0.4
6/19/08,62,0,0,-0.6
6/20/08,68,0,0,-0.1
6/21/08,69,0,0,-0.7
6/22/08,65,0,0,-0.4
6/23/08,65,0,0,-0.4
6/24/08,65,0,0,-0.3
6/25/08,68,0,0,-0.4
6/26/08,67,0,0,-0.3
6/27/08,67,0,0,-0.5
6/28/08,71,0,0,-0.2
6/29/08,74,0,0,-0.1
6/30/08,72,0,0,-0.3
7/1/08,69,0,0,-0.1
7/2/08,72,0,0,-0.3
7/3/08,74,0,0,0.1
7/4/08,69,0,0,-0.3
7/5/08,66,0,0,-0.3
7/6/08,69,0,0,-0.2
7/7/08,70,0,0,0.2
7/8/08,69,0,0,-0.3
7/9/08,74,0,0,0
7/10/08,75,0,0,-0.3
7/11/08,65,0,0,0.2
7/12/08,68,0,0,-0.3
7/13/08,71,0,0,0
7/14/08,71,0,0,0
7/15/08,71,0,0,0
7/16/08,70,0,0,-0.2
7/17/08,69,0,0,0.1
7/18/08,69,0,0,-0.3
7/19/08,72,0,0,0.1
7/20/08,75,0,0,-0.1
7/21/08,69,0,0,-0.1
7/22/08,63,0,0,0.1
7/23/08,68,0,0,-0.2
7/24/08,70,0,0,0
7/25/08,72,0,0,-0.2
7/26/08,71,0,0,0.3
7/27/08,70,0,0,-0.3
7/28/08,69,0,0,0.1
7/29/08,68,0,0,0.1
7/30/08,65,0,0,-0.3
7/31/08,71,0,0,0.3
8/1/08,71,0,0,-0.1
8/2/08,68,0,0,-0.3
8/3/08,68,0,0,0.1
8/4/08,71,0,0,-0.1
8/5/08,72,0,0,0.1
8/6/08,73,0,0,-0.2
8/7/08,74,0,0,0.3
8/8/08,71,0,0,-0.2
8/9/08,67,0,0,0.1
8/10/08,65,0,0,-0.2
8/11/08,64,0,0,0.1
8/12/08,70,0,0,-0.3
8/13/08,73,0,0,0.1
8/14/08,73,0,0,0
8/15/08,73,0,0,0.1
8/16/08,72,0,0,0
8/17/08,73,0,0,-0.2
8/18/08,70,0,0,-0.1
8/19/08,62,0,0,0
8/20/08,64,0,0,-0.1
8/21/08,64,0,0,0
8/22/08,63,0,0,0.1
8/23/08,71,0,0,-0.1
8/24/08,74,0,0,0.1
8/25/08,71,0,0,-0.3
8/26/08,58,0,0,0.2
8/27/08,65,0,0,-0.3
8/28/08,65,0,0,-0.1
8/29/08,69,0,0,0
8/30/08,71,0,0,0
8/31/08,54,0,0,0
9/1/08,46,0,0,0
9/2/08,54,0,0,-0.4
9/3/08,59,0,0,0.1
9/4/08,62,0,0,-0.3
9/5/08,60,0,0,0
9/6/08,63,0,0,0.2
9/7/08,65,0,0,0.1
9/8/08,65,0,0,-0.2
9/9/08,67,0,0,-0.2
9/10/08,61,0,0,0.3
9/11/08,57,0,0,-0.3
9/12/08,62,0,0,0
9/13/08,65,0,0,0.1
9/14/08,66,0,0,0
9/15/08,68,0,0,-0.1
9/16/08,69,0,0,0
9/17/08,64,0,0,0.1
9/18/08,64,0,0,-0.2
9/19/08,64,0,0,-0.1
9/20/08,52,0,0,0
9/21/08,49,0,0,0.3
9/22/08,48,0,0,-0.5
9/23/08,54,0,0,0.2
9/24/08,61,0,0,0
9/25/08,62,0,0,-0.1
9/26/08,62,0,0,0.2
9/27/08,64,0,0,-0.3
9/28/08,65,0,0,0.2
9/29/08,65,0,0,0.1
9/30/08,63,0,0,-0.3
10/1/08,65,0,0,0.2
10/2/08,54,0,0,0.2
10/3/08,51,0.5,0.5,-0.3
10/4/08,45,0.7,0.2,0
10/5/08,46,0.1,-0.6,-0.2
10/6/08,50,0,-0.1,3.1
10/7/08,56,0,0,2.9
10/8/08,47,0,0,0.4
10/9/08,38,0,0,-0.3
10/10/08,30,0,0,-0.3
10/11/08,29,0.2,0.2,-0.2
10/12/08,32,0,-0.2,0
10/13/08,40,0,0,-0.2
10/14/08,47,0,0,-0.1
10/15/08,52,0,0,0
10/16/08,53,0,0,0
10/17/08,58,0,0,0
10/18/08,58,0,0,-0.2
10/19/08,55,0,0,0
10/20/08,52,0,0,-0.4
10/21/08,41,0,0,0
10/22/08,45,0,0,-0.1
10/23/08,51,0,0,-0.3
10/24/08,53,0,0,-0.1
10/25/08,56,0,0,0
10/26/08,55,0,0,0.1
10/27/08,58,0,0,0
10/28/08,58,0,0,-0.2
10/29/08,54,0,0,-0.1
10/30/08,55,0,0,-0.1
10/31/08,54,0,0,0.1
11/1/08,48,0.5,0.5,0.1
11/2/08,42,0.7,0.2,-0.1
11/3/08,37,0,-0.7,-0.2
11/4/08,31,0.9,0.9,3.1
11/5/08,31,0,-0.9,1.7
11/6/08,39,0.1,0.1,0.5
11/7/08,44,0.1,0,2.1
11/8/08,44,0,-0.1,1.2
11/9/08,40,0,0,1
11/10/08,38,0,0,0.4
11/11/08,36,0.7,0.7,-0.6
11/12/08,46,0,-0.7,4.1
11/13/08,45,0.3,0.3,-2
11/14/08,42,0,-0.3,0.4
11/15/08,46,0,0,-1.4
11/16/08,50,0,0,-0.5
11/17/08,54,0,0,-0.3
11/18/08,53,0,0,-0.4
11/19/08,50,0,0,-0.1
11/20/08,45,0,0,0
11/21/08,35,0,0,-0.3
11/22/08,38,0,0,-0.4
11/23/08,37,0,0,-0.7
11/24/08,43,0,0,0
11/25/08,45,0,0,-0.6
11/26/08,46,0,0,-0.4
11/27/08,42,0,0,0.2
11/28/08,41,0,0,0.5
11/29/08,46,0,0,-0.3
11/30/08,44,0,0,0.8
12/1/08,47,0.1,0.1,-0.2
12/2/08,41,0,-0.1,-0.3
12/3/08,37,0,0,0
12/4/08,35,0,0,-0.5
12/5/08,35,0,0,-0.6
12/6/08,39,0,0,-0.4
12/7/08,39,0,0,-0.6
12/8/08,31,0,0,-0.3
12/9/08,29,0,0,-0.3
12/10/08,38,0,0,-0.3
12/11/08,41,0,0,-0.4
12/12/08,37,0,0,-0.4
12/13/08,22,0.1,0.1,-0.1
12/14/08,20,0.1,0,-0.2
12/15/08,21,0.4,0.3,0
12/16/08,17,0,-0.4,0.2
12/17/08,13,0,0,-0.1
12/18/08,22,0.1,0.1,0.1
12/19/08,21,1.1,1,-0.2
12/20/08,22,0.1,-1,-0.1
12/21/08,29,0.5,0.4,0
12/22/08,26,0.5,0,-0.2
12/23/08,20,0,-0.5,0.1
12/24/08,21,0.6,0.6,0.1
12/25/08,24,0.8,0.2,0.1
12/26/08,17,0.1,-0.7,-0.1
12/27/08,20,0.3,0.2,0.1
12/28/08,34,0.2,-0.1,0.2
12/29/08,41,0,-0.2,0
12/30/08,33,0,0,0
12/31/08,35,0,0,0
1/1/09,39,0,0,0.1
1/2/09,34,0.3,0.3,0.1
1/3/09,19,0,-0.3,-0.1
1/4/09,17,0,0,0
1/5/09,28,0.5,0.5,0.1
1/6/09,37,0.1,-0.4,0.1
1/7/09,42,0.1,0,-0.2
1/8/09,39,0.3,0.2,0.1
1/9/09,27,0,-0.3,0
1/10/09,33,0.2,0.2,0
1/11/09,42,0,-0.2,0.1
1/12/09,38,0,0,0.1
1/13/09,40,0,0,0.1
1/14/09,42,0,0,0
1/15/09,43,0,0,0.1
1/16/09,42,0,0,0.2
1/17/09,41,0,0,-0.3
1/18/09,44,0,0,0.1
1/19/09,44,0,0,-0.2
1/20/09,43,0,0,0.1
1/21/09,42,0,0,-0.1
1/22/09,38,0.2,0.2,0
1/23/09,37,0.2,0,-0.2
1/24/09,35,0.6,0.4,0.2
1/25/09,28,0.4,-0.2,0.4
1/26/09,17,0,-0.4,0.4
1/27/09,17,0,0,0.7
1/28/09,30,0,0,0.4
1/29/09,31,0,0,0.1
1/30/09,36,0,0,0.4
1/31/09,37,0,0,0.3
2/1/09,33,0,0,0.2
2/2/09,38,0,0,0.1
2/3/09,43,0,0,0
2/4/09,45,0,0,-0.1
2/5/09,41,0.1,0.1,0.4
2/6/09,35,0,-0.1,-0.2
2/7/09,33,0,0,-0.1
2/8/09,33,0,0,0.3
2/9/09,26,0.1,0.1,-0.2
2/10/09,23,0.1,0,0
2/11/09,25,0.2,0.1,0
2/12/09,26,0.1,-0.1,-0.1
2/13/09,24,0,-0.1,-0.1
2/14/09,25,0.1,0.1,-0.1
2/15/09,29,0.1,0,-0.1
2/16/09,31,0.1,0,0
2/17/09,31,0,-0.1,0
2/18/09,32,0,0,0.1
2/19/09,33,0,0,
2/20/09,36,0,0,
2/21/09,40,0,0,0
2/22/09,40,0.4,0.4,0
2/23/09,42,0,-0.4,0.1
2/24/09,41,0,0,2.5
2/25/09,38,0,0,1.7
2/26/09,34,0.1,0.1,-0.1
2/27/09,28,0.2,0.1,-0.5
2/28/09,39,0.1,-0.1,-0.2
3/1/09,45,0,-0.1,-0.3
3/2/09,44,0,0,0.2
3/3/09,38,0.2,0.2,2.8
3/4/09,29,0.3,0.1,-1.3
3/5/09,28,0.4,0.1,-0.2
3/6/09,24,0.5,0.1,-0.8
3/7/09,27,0.4,-0.1,-0.1
3/8/09,30,0.1,-0.3,-0.2
3/9/09,23,0,-0.1,-0.2
3/10/09,26,0,0,-0.2
3/11/09,32,0,0,-0.2
3/12/09,33,0,0,0.3
3/13/09,38,0.1,0.1,-0.4
3/14/09,39,0,-0.1,-0.1
3/15/09,39,0,0,0.4
3/16/09,43,0,0,0.2
3/17/09,43,0,0,2.7
3/18/09,45,0,0,-0.6
3/19/09,48,0,0,1.1
3/20/09,50,0,0,-0.1
3/21/09,44,0.2,0.2,0.2
3/22/09,33,0,-0.2,0.5
3/23/09,31,0,0,-1.9
3/24/09,36,0,0,-0.3
3/25/09,35,0.5,0.5,1.2
3/26/09,33,0.2,-0.3,-1.7
3/27/09,39,0.1,-0.1,-0.2
3/28/09,46,0,-0.1,0.9
3/29/09,26,0,0,2.1
3/30/09,31,0,0,-2.5
3/31/09,37,0,0,0.8
4/1/09,35,0,0,-0.6
4/2/09,38,0.1,0.1,1.3
4/3/09,27,0.2,0.1,-0.1
4/4/09,32,0,-0.2,-1.1
4/5/09,41,0.1,0.1,0.3
4/6/09,49,0,-0.1,1.3
4/7/09,52,0,0,0
4/8/09,36,0.6,0.6,0.5
4/9/09,37,0,-0.6,-2
4/10/09,37,0.1,0.1,-0.3
4/11/09,41,0,-0.1,0.5
4/12/09,46,0.1,0.1,0.8
4/13/09,47,0,-0.1,-0.3
4/14/09,30,0,0,-0.6
4/15/09,31,0,0,-0.6
4/16/09,37,0,0,-0.9
4/17/09,45,0.1,0.1,0.1
4/18/09,48,0,-0.1,-0.1
4/19/09,53,0,0,-0.1
4/20/09,59,0,0,0.2
4/21/09,62,0,0,-0.2
4/22/09,61,0,0,-0.3
4/23/09,50,0,0,-0.2
4/24/09,34,0.2,0.2,-0.4
4/25/09,40,0,-0.2,1
4/26/09,37,0,0,-0.3
4/27/09,41,0.1,0.1,-0.5
4/28/09,35,0.5,0.4,-0.2
4/29/09,38,0,-0.5,1.4
4/30/09,42,0,0,1
